word,DELMET,wordcat,context,DELMET,word_1,label_1,word_2,label_2,word_3,label_3,word_4,label_4,word_5,label_5,word_6,label_6,word_7,label_7,word_8,label_8,word_9,label_9,word_10,label_10,word_11,label_11,word_12,label_12,word_13,label_13,word_14,label_14,word_15,label_15,word_16,label_16,word_17,label_17,word_18,label_18,word_19,label_19,word_20,label_20,word_21,label_21,word_22,label_22,word_23,label_23,word_24,label_24,word_25,label_25
a,0,AT,Now that would be a great leap forward,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
great,1,AJ,Now that would be a great leap forward,1,great,0,great,0,great,0,great,0,great,1,great,0,great,0,great,1,great,0,great,0,great,0,great,0,great,0,great,0,great,1,great,0,great,0,great,0,great,0,great,0,great,0,great,0,great,0,great,0,great,0
leap,1,N,Now that would be a great leap forward,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,leap,1
forward,1,AV,Now that would be a great leap forward,1,forward,0,forward,0,forward,1,forward,0,forward,0,forward,0,forward,0,forward,0,forward,0,forward,0,forward,0,forward,1,forward,0,forward,1,forward,1,forward,1,forward,1,forward,1,forward,1,forward,0,forward,0,forward,1,forward,0,forward,1,forward,0
In,1,PR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0,In,0
1949,0,CR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,1949,0
Amaldi,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0
wrote,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0
to,1,PR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
the,0,AT,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
Italian,0,AJ,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0
prime,0,AJ,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,prime,0
minister,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,minister,0
asking,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,asking,0
for,1,PR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
permission,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,permission,0
to,0,TO,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
produce,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,produce,0
and,0,CJ,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
sell,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,sell,0
sealing+wax,0,V + N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,sealing,1,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0
for,1,PR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
letters,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,letters,0
so+that,0,CJ,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,so,0,so+that,0,so+that,0,so+that,0,so+that,0,so,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so,0,so+that,0,so+that,0,so+that,0,so+that,0
we,0,PN,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0,we,0
may,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0,may,0
raise,1,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,raise,0,raise,0,raise,0,raise,1,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,1,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0,raise,0
needed,0,V,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,needed,0
funds,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,funds,0
for,1,PR,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
our,0,DP,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0
physics,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,physics,0
lab,0,N,In 1949 Amaldi wrote to the Italian prime minister asking for permission to produce and sell sealing+wax for letters so+that we may raise needed funds for our physics lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,lab,0
Such,0,DT,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,Such,0
agreements,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0
can,0,V,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0,can,0
range,1,V,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,range,0,range,1,range,0,range,1,range,1,range,1,range,0,range,1,range,0,range,1,range,0,range,0,range,1,range,0,range,0,range,0,range,1,range,1,range,1,range,1,range,1,range,0,range,0,range,0,range,1
from,1,PR,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0
the,0,AT,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
issue,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0
of,1,PR,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
borders,1,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0,borders,0
to,1,PR,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
the,0,AT,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0
issue,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,issue,0
of,1,PR,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
free,1,AJ,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0,free,0
wave-lengths,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,1,wave-lengths,0,wave-lengths,0,wave-lengths,0
for,1,PR,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0
our,0,DP,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0,our,0
future,0,AJ,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0,future,0
television,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0,television,0
and,0,CJ,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
radio,0,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,radio,0
networks,1,N,Such agreements can range from the issue of borders to the issue of free wave-lengths for our future television and radio networks,1,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0,networks,0
By,0,PR,By Daniel John,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0,By,0
Daniel,0,N,By Daniel John,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0
John,0,N,By Daniel John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0,John,0
His,0,DP,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0,His,0
wife,0,N,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,wife,0
was,0,V,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0,was,0
telling,0,V,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,telling,0
him,0,PN,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0,him,0
to,0,TO,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0
saddle+up,0,V + AV,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,saddle,1,saddle+up,1,saddle+up,1,saddle+up,1,saddle+up,1,saddle,1,saddle+up,1,saddle+up,0,saddle+up,0,saddle+up,0,saddle+up,1,saddle+up,1,saddle+up,1,saddle+up,1,saddle+up,0,saddle+up,1,saddle+up,1,saddle+up,1,saddle+up,1,saddle+up,1,saddle,1,saddle+up,0,saddle+up,1,saddle+up,1,saddle+up,0
and,0,CJ,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0,and,0
steal,0,V,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,1,steal,0,steal,1,steal,0,steal,0,steal,0,steal,0,steal,1,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,steal,0
a,0,AT,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0
fresh,1,AJ,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,1,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,fresh,1,fresh,0,fresh,0,fresh,0
batch,0,N,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,batch,0
of,0,PR,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0,of,0
cattle,0,N,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0
from,0,PR,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0
his,0,DP,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0,his,0
neighbour,0,N,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0
herds,0,N,His wife was telling him to saddle+up and steal a fresh batch of cattle from his neighbour herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,herds,0
Group,0,N,Group 4 Remand Services Ltd the security firm selected by the Home+Office to manage The Wolds in a Â£5 million-a-year contract likes to think of its prisoners as customers,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,Group,0
4,0,CR,Group 4 Remand Services Ltd the security firm selected by the Home+Office to manage The Wolds in a Â£5 million-a-year contract likes to think of its prisoners as customers,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0
Remand,0,N,Group 4 Remand Services Ltd the security firm selected by the Home+Office to manage The Wolds in a Â£5 million-a-year contract likes to think of its prisoners as customers,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0
