word,DELMET,word_10,label_10,word_5,label_5,word_22,label_22,word_1,label_1,word_21,label_21,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
people,0,people,0,people,0,people,0,people,0,people,0,,,,,
in,0,in,0,in,0,in,0,in,0,in,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
occupied,0,occupied,0,occupied,0,occupied,0,occupied,0,occupied,0,,,,,
state,0,state,0,state,0,state,0,state,0,state,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
PLO,0,PLO,0,PLO,0,PLO,0,PLO,0,PLO,0,,,,,
leadership,0,leadership,0,leadership,0,leadership,0,leadership,0,leadership,0,,,,,
The,0,The,0,The,0,The,0,The,0,The,0,,,,,
age,0,age,0,age,0,age,0,age,0,age,0,,,,,
structure,1,structure,0,structure,0,structure,0,structure,0,structure,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,,,,,
means,1,means,0,means,0,means,0,means,0,means,0,,,,,
it,0,it,0,it,0,it,0,it,0,it,0,,,,,
is,0,is,0,is,0,is,0,is,0,is,0,,,,,
awash,2,awash,1,awash,1,awash,1,awash,1,awash,1,,,,,
with,0,with,0,with,0,with,0,with,0,with,0,,,,,
teenagers,0,teenagers,0,teenagers,0,teenagers,0,teenagers,0,teenagers,0,,,,,
whose,0,whose,0,whose,0,whose,0,whose,0,whose,0,,,,,
only,0,only,0,only,0,only,0,only,0,only,0,,,,,
pastimes,0,pastimes,0,pastimes,0,pastimes,0,pastimes,0,pastimes,0,,,,,
are,0,are,0,are,0,are,0,are,0,are,0,,,,,
having,1,having,0,having,0,having,0,having,0,having,0,,,,,
babies,0,babies,0,babies,0,babies,0,babies,0,babies,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
body-building,0,body-building,0,body-building,0,body-building,0,body-building,0,body-building,0,,,,,
Like,0,Like,0,Like,0,Like,0,Like,0,Like,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
heckler,0,heckler,0,heckler,0,heckler,0,heckler,0,heckler,0,,,,,
he,0,he,0,he,0,he,0,he,0,he,0,,,,,
was,0,was,0,was,0,was,0,was,0,was,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
Liberal,0,Liberal,0,Liberal,0,Liberal,0,Liberal,0,Liberal,0,,,,,
One,0,One,0,One,0,One,0,One,0,One,0,,,,,
daughter,0,daughter,0,daughter,0,daughter,0,daughter,0,daughter,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
grand,0,grand,0,grand,0,grand,0,grand,0,grand,0,,,,,
duchess,0,duchess,0,duchess,1,duchess,0,duchess,0,duchess,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
Russia,0,Russia,0,Russia,0,Russia,0,Russia,0,Russia,0,,,,,
even,0,even,0,even,0,even,0,even,0,even,0,,,,,
gained,0,gained,0,gained,0,gained,1,gained,0,gained,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
footnote,1,footnote,1,footnote,0,footnote,0,footnote,0,footnote,1,,,,,
in,1,in,0,in,0,in,0,in,0,in,0,,,,,
history,0,history,0,history,0,history,0,history,0,history,0,,,,,
by,0,by,0,by,0,by,0,by,0,by,0,,,,,
introducing,0,introducing,0,introducing,0,introducing,0,introducing,0,introducing,0,,,,,
an,0,an,0,an,0,an,0,an,0,an,0,,,,,
unknown,0,unknown,0,unknown,0,unknown,0,unknown,0,unknown,0,,,,,
monk,0,monk,0,monk,0,monk,0,monk,0,monk,0,,,,,
Rasputin,0,Rasputin,0,Rasputin,0,Rasputin,0,Rasputin,0,Rasputin,0,,,,,
to,1,to,0,to,0,to,0,to,0,to,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
Russian,0,Russian,0,Russian,0,Russian,0,Russian,0,Russian,0,,,,,
Tsarina,0,Tsarina,0,Tsarina,0,Tsarina,0,Tsarina,0,Tsarina,0,,,,,
Alexandra,0,Alexandra,0,Alexandra,0,Alexandra,0,Alexandra,0,Alexandra,0,,,,,
He,0,He,0,He,0,He,0,He,0,He,0,,,,,
started,0,started,0,started,0,started,0,started,0,started,0,,,,,
by,0,by,0,by,0,by,0,by,0,by,0,,,,,
writing,0,writing,0,writing,0,writing,0,writing,0,writing,0,,,,,
occasional,0,occasional,0,occasional,0,occasional,0,occasional,0,occasional,0,,,,,
articles,0,articles,0,articles,0,articles,0,articles,0,articles,0,,,,,
but,0,but,0,but,0,but,0,but,0,but,0,,,,,
in,1,in,0,in,0,in,0,in,0,in,0,,,,,
1939,0,1939,0,1939,0,1939,0,1939,0,1939,0,,,,,
he,0,he,0,he,0,he,0,he,0,he,0,,,,,
wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,,,,,
The,0,The,0,The,0,The,0,The,0,The,0,,,,,
State,0,State,0,State,0,State,0,State,0,State,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
Music,0,Music,0,Music,0,Music,0,Music,0,Music,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
trenchant,0,trenchant,0,trenchant,1,trenchant,0,trenchant,0,trenchant,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
provocative,0,provocative,0,provocative,0,provocative,0,provocative,0,provocative,0,,,,,
assessment,1,assessment,0,assessment,0,assessment,0,assessment,0,assessment,1,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
machinery,1,machinery,1,machinery,1,machinery,1,machinery,1,machinery,1,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
musical,0,musical,0,musical,0,musical,0,musical,0,musical,0,,,,,
profession,0,profession,0,profession,0,profession,0,profession,0,profession,0,,,,,
at,1,at,0,at,0,at,0,at,0,at,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
time,0,time,0,time,0,time,0,time,0,time,0,,,,,
Powerhaus,0,Powerhaus,0,Powerhaus,0,Powerhaus,0,Powerhaus,0,Powerhaus,0,,,,,
N1,0,N1,0,N1,0,N1,0,N1,0,N1,0,,,,,
837,0,837,0,837,0,837,0,837,0,837,0,,,,,
3218,0,3218,0,3218,0,3218,0,3218,0,3218,0,,,,,
8.30pm,0,8,0,8,0,8,0,8,0,8,0,,,,,
£5,0,Â£5,0,Â£5,0,Â£5,0,Â£5,0,Â£5,0,,,,,
Mr,0,Mr,0,Mr,0,Mr,0,Mr,0,Mr,0,,,,,
Dobbs,0,Dobbs,0,Dobbs,0,Dobbs,0,Dobbs,0,Dobbs,0,,,,,
more,0,more,0,more,0,more,0,more,0,more,0,,,,,
unlikely,0,unlikely,1,unlikely,0,unlikely,0,unlikely,0,unlikely,0,,,,,
allies,1,allies,1,allies,0,allies,0,allies,0,allies,1,,,,,
are,0,are,0,are,0,are,0,are,0,are,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
Women,0,Women,0,Women,0,Women,0,Women,0,Women,0,,,,,
Institutes,0,Institutes,0,Institutes,0,Institutes,0,Institutes,0,Institutes,0,,,,,
Very,0,Very,0,Very,0,Very,0,Very,0,Very,0,,,,,
kind,0,kind,0,kind,0,kind,0,kind,0,kind,0,,,,,
but,0,but,0,but,0,but,0,but,0,but,0,,,,,
international,0,international,0,international,0,international,0,international,0,international,0,,,,,
players,0,players,0,players,0,players,0,players,0,players,0,,,,,
are,0,are,0,are,0,are,0,are,0,are,0,,,,,
supposed,0,supposed,0,supposed,0,supposed,0,supposed,0,supposed,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
be,0,be,0,be,0,be,0,be,0,be,0,,,,,
habitually,0,habitually,0,habitually,0,habitually,0,habitually,0,habitually,0,,,,,
influential,0,influential,0,influential,0,influential,0,influential,0,influential,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
it,0,it,0,it,0,it,0,it,0,it,0,,,,,
was,0,was,0,was,0,was,0,was,0,was,0,,,,,
Hazard,0,Hazard,0,Hazard,0,Hazard,0,Hazard,0,Hazard,0,,,,,
who,0,who,0,who,0,who,0,who,0,who,0,,,,,
in,1,in,0,in,0,in,0,in,0,in,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
second,0,second,0,second,0,second,0,second,0,second,0,,,,,
half,0,half,0,half,0,half,0,half,0,half,0,,,,,
with,1,with,0,with,0,with,0,with,0,with,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
few,0,few,0,few,0,few,0,few,0,few,0,,,,,
incisive,0,incisive,0,incisive,0,incisive,1,incisive,0,incisive,0,,,,,
passes,0,passes,0,passes,0,passes,0,passes,0,passes,0,,,,,
gifts,1,gifts,1,gifts,1,gifts,1,gifts,0,gifts,1,,,,,
from,1,from,0,from,0,from,0,from,0,from,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
heavens,1,heavens,1,heavens,1,heavens,1,heavens,1,heavens,1,,,,,
on,1,on,0,on,0,on,0,on,0,on,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
day,0,day,0,day,0,day,0,day,0,day,0,,,,,
like,0,like,0,like,0,like,0,like,0,like,0,,,,,
this,1,this,0,this,0,this,0,this,0,this,0,,,,,
left,1,left,0,left,0,left,0,left,0,left,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
greater,1,greater,0,greater,0,greater,0,greater,0,greater,0,,,,,
mark,1,mark,0,mark,0,mark,0,mark,0,mark,0,,,,,
In,1,In,0,In,0,In,0,In,0,In,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
statement,0,statement,0,statement,0,statement,0,statement,0,statement,0,,,,,
afterwards,0,afterwards,0,afterwards,0,afterwards,0,afterwards,0,afterwards,0,,,,,
Dr,0,Dr,0,Dr,0,Dr,0,Dr,0,Dr,0,,,,,
Runcie,0,Runcie,0,Runcie,0,Runcie,0,Runcie,0,Runcie,0,,,,,
stressed,1,stressed,0,stressed,0,stressed,0,stressed,0,stressed,0,,,,,
that,0,that,0,that,0,that,0,that,0,that,0,,,,,
he,0,he,0,he,0,he,0,he,0,he,0,,,,,
was,0,was,0,was,0,was,0,was,0,was,0,,,,,
not,0,not,0,not,0,not,0,not,0,not,0,,,,,
proposing,0,proposing,0,proposing,0,proposing,0,proposing,0,proposing,0,,,,,
any,0,any,0,any,0,any,0,any,0,any,0,,,,,
change,0,change,0,change,0,change,0,change,0,change,0,,,,,
in,1,in,0,in,0,in,0,in,0,in,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
British,0,British,0,British,0,British,0,British,0,British,0,,,,,
constitution,1,constitution,0,constitution,0,constitution,0,constitution,0,constitution,0,,,,,
By,0,By,0,By,0,By,0,By,0,By,0,,,,,
NICHOLAS,0,NICHOLAS,0,NICHOLAS,0,NICHOLAS,0,NICHOLAS,0,NICHOLAS,0,,,,,
ROE,0,ROE,0,ROE,0,ROE,0,ROE,0,ROE,0,,,,,
Runner+beans,0,Runner+beans,0,Runner+beans,0,Runner+beans,0,Runner+beans,0,Runner+beans,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
French,0,French,0,French,0,French,0,French,0,French,0,,,,,
beans,0,beans,0,beans,0,beans,0,beans,0,beans,0,,,,,
have,0,have,0,have,0,have,0,have,0,have,0,,,,,
now,0,now,0,now,0,now,0,now,0,now,0,,,,,
given+up,1,given+up,1,given+up,0,given+up,1,given+up,1,given+up,1,,,,,
completely,0,completely,0,completely,0,completely,0,completely,0,completely,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
can,0,can,0,can,0,can,0,can,0,can,0,,,,,
be,0,be,0,be,0,be,0,be,0,be,0,,,,,
cleared,0,cleared,0,cleared,0,cleared,0,cleared,0,cleared,0,,,,,
off,0,off,0,off,0,off,0,off,0,off,0,,,,,
vegetable,0,vegetable,0,vegetable,0,vegetable,0,vegetable,0,vegetable,0,,,,,
plots,0,plots,0,plots,0,plots,0,plots,0,plots,0,,,,,
The,0,The,0,The,0,The,0,The,0,The,0,,,,,
irony,0,irony,1,irony,1,irony,0,irony,0,irony,1,,,,,
is,0,is,0,is,0,is,0,is,0,is,0,,,,,
that,0,that,0,that,0,that,0,that,0,that,0,,,,,
had,0,had,0,had,0,had,0,had,0,had,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
tower,0,tower,0,tower,0,tower,0,tower,0,tower,0,,,,,
been,0,been,0,been,0,been,0,been,0,been,0,,,,,
higher,0,higher,0,higher,0,higher,0,higher,0,higher,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
had,0,had,0,had,0,had,0,had,0,had,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
teak,0,teak,0,teak,0,teak,0,teak,0,teak,0,,,,,
scrubbers,0,scrubbers,0,scrubbers,0,scrubbers,0,scrubbers,0,scrubbers,0,,,,,
been,0,been,0,been,0,been,0,been,0,been,0,,,,,
less,0,less,0,less,0,less,0,less,0,less,0,,,,,
efficient,0,efficient,0,efficient,0,efficient,0,efficient,0,efficient,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
smoke,0,smoke,0,smoke,0,smoke,0,smoke,0,smoke,0,,,,,
would,0,would,0,would,0,would,0,would,0,would,0,,,,,
have,0,have,0,have,0,have,0,have,0,have,0,,,,,
gone,1,gone,0,gone,0,gone,0,gone,0,gone,0,,,,,
straight,0,straight,0,straight,0,straight,0,straight,0,straight,0,,,,,
up,0,up,0,up,0,up,0,up,0,up,0,,,,,
into,0,into,0,into,0,into,0,into,0,into,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
air,0,air,0,air,0,air,0,air,0,air,0,,,,,
At,1,At,0,At,0,At,0,At,0,At,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
press+conference,0,press+conference,0,press+conference,0,press+conference,0,press+conference,0,press+conference,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
mark,1,mark,0,mark,0,mark,0,mark,0,mark,0,,,,,
his,0,his,0,his,0,his,0,his,0,his,0,,,,,
election,0,election,0,election,0,election,0,election,0,election,0,,,,,
victory,0,victory,0,victory,0,victory,0,victory,0,victory,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
year,0,year,0,year,0,year,0,year,0,year,0,,,,,
ago,0,ago,0,ago,0,ago,0,ago,0,ago,0,,,,,
Mr,0,Mr,0,Mr,0,Mr,0,Mr,0,Mr,0,,,,,
Bush,0,Bush,0,Bush,0,Bush,0,Bush,0,Bush,0,,,,,
threatened,0,threatened,0,threatened,0,threatened,0,threatened,0,threatened,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
veto,0,veto,0,veto,0,veto,0,veto,0,veto,1,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
budget,0,budget,0,budget,0,budget,0,budget,0,budget,0,,,,,
unless,0,unless,0,unless,0,unless,0,unless,0,unless,0,,,,,
it,0,it,0,it,0,it,0,it,0,it,0,,,,,
contained,1,contained,0,contained,0,contained,0,contained,0,contained,0,,,,,
real,0,real,0,real,0,real,0,real,0,real,0,,,,,
cuts,1,cuts,0,cuts,0,cuts,0,cuts,0,cuts,0,,,,,
Now,0,Now,0,Now,0,Now,0,Now,0,Now,0,,,,,
that,1,that,0,that,0,that,0,that,0,that,0,,,,,
would,0,would,0,would,0,would,0,would,0,would,0,,,,,
be,0,be,0,be,0,be,0,be,0,be,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
great,1,great,0,great,0,great,0,great,0,great,0,,,,,
leap,1,leap,1,leap,1,leap,1,leap,1,leap,1,,,,,
forward,1,forward,1,forward,0,forward,1,forward,0,forward,1,,,,,
In,1,In,0,In,0,In,0,In,0,In,0,,,,,
1949,0,1949,0,1949,0,1949,0,1949,0,1949,0,,,,,
Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,Amaldi,0,,,,,
wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,wrote,0,,,,,
to,1,to,0,to,0,to,0,to,0,to,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,Italian,0,,,,,
prime,0,prime,0,prime,0,prime,0,prime,0,prime,0,,,,,
minister,0,minister,0,minister,0,minister,0,minister,0,minister,0,,,,,
asking,0,asking,0,asking,0,asking,0,asking,0,asking,0,,,,,
for,1,for,0,for,0,for,0,for,0,for,0,,,,,
permission,0,permission,0,permission,0,permission,0,permission,0,permission,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
produce,0,produce,0,produce,0,produce,0,produce,0,produce,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
sell,0,sell,0,sell,0,sell,0,sell,0,sell,0,,,,,
sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,sealing+wax,0,,,,,
for,1,for,0,for,0,for,0,for,0,for,0,,,,,
letters,0,letters,0,letters,0,letters,0,letters,0,letters,0,,,,,
so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,so+that,0,,,,,
we,0,we,0,we,0,we,0,we,0,we,0,,,,,
may,0,may,0,may,0,may,0,may,0,may,0,,,,,
raise,1,raise,0,raise,0,raise,0,raise,0,raise,0,,,,,
needed,0,needed,0,needed,0,needed,0,needed,0,needed,0,,,,,
funds,0,funds,0,funds,0,funds,0,funds,0,funds,0,,,,,
for,1,for,0,for,0,for,0,for,0,for,0,,,,,
our,0,our,0,our,0,our,0,our,0,our,0,,,,,
physics,0,physics,0,physics,0,physics,0,physics,0,physics,0,,,,,
lab,0,lab,0,lab,0,lab,0,lab,0,lab,0,,,,,
Such,0,Such,0,Such,0,Such,0,Such,0,Such,0,,,,,
agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,agreements,0,,,,,
can,0,can,0,can,0,can,0,can,0,can,0,,,,,
range,1,range,0,range,0,range,0,range,0,range,1,,,,,
from,1,from,0,from,0,from,0,from,0,from,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,,,,,
of,1,of,0,of,0,of,0,of,0,of,0,,,,,
borders,1,borders,0,borders,0,borders,0,borders,0,borders,0,,,,,
to,1,to,0,to,0,to,0,to,0,to,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
issue,0,issue,0,issue,0,issue,0,issue,0,issue,0,,,,,
of,1,of,0,of,0,of,0,of,0,of,0,,,,,
free,1,free,0,free,0,free,0,free,0,free,0,,,,,
wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,wave-lengths,0,,,,,
for,1,for,0,for,0,for,0,for,0,for,0,,,,,
our,0,our,0,our,0,our,0,our,0,our,0,,,,,
future,0,future,0,future,0,future,0,future,0,future,0,,,,,
television,0,television,0,television,0,television,0,television,0,television,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
radio,0,radio,0,radio,0,radio,0,radio,0,radio,0,,,,,
networks,1,networks,0,networks,0,networks,0,networks,0,networks,0,,,,,
By,0,By,0,By,0,By,0,By,0,By,0,,,,,
Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,Daniel,0,,,,,
John,0,John,0,John,0,John,0,John,0,John,0,,,,,
His,0,His,0,His,0,His,0,His,0,His,0,,,,,
wife,0,wife,0,wife,0,wife,0,wife,0,wife,0,,,,,
was,0,was,0,was,0,was,0,was,0,was,0,,,,,
telling,0,telling,0,telling,0,telling,0,telling,0,telling,0,,,,,
him,0,him,0,him,0,him,0,him,0,him,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
saddle+up,0,saddle+up,1,saddle+up,0,saddle+up,1,saddle+up,0,saddle+up,1,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
steal,0,steal,0,steal,0,steal,0,steal,0,steal,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
fresh,1,fresh,0,fresh,0,fresh,0,fresh,0,fresh,0,,,,,
batch,0,batch,0,batch,0,batch,0,batch,0,batch,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,cattle,0,,,,,
from,0,from,0,from,0,from,0,from,0,from,0,,,,,
his,0,his,0,his,0,his,0,his,0,his,0,,,,,
neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,neighbour,0,,,,,
herds,0,herds,0,herds,0,herds,0,herds,0,herds,0,,,,,
Group,0,Group,0,Group,0,Group,0,Group,0,Group,0,,,,,
4,0,4,0,4,0,4,0,4,0,4,0,,,,,
Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,Remand,0,,,,,
Services,0,Services,0,Services,0,Services,0,Services,0,Services,0,,,,,
Ltd,0,Ltd,0,Ltd,0,Ltd,0,Ltd,0,Ltd,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
security,0,security,0,security,0,security,0,security,0,security,0,,,,,
firm,0,firm,0,firm,0,firm,0,firm,0,firm,0,,,,,
selected,1,selected,0,selected,0,selected,0,selected,0,selected,0,,,,,
by,0,by,0,by,0,by,0,by,0,by,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
Home+Office,0,Home+Office,0,Home+Office,0,Home+Office,0,Home+Office,0,Home+Office,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
manage,1,manage,0,manage,0,manage,0,manage,0,manage,0,,,,,
The,0,The,0,The,0,The,0,The,0,The,0,,,,,
Wolds,0,Wolds,0,Wolds,0,Wolds,0,Wolds,0,Wolds,0,,,,,
in,1,in,0,in,0,in,0,in,0,in,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
£5,0,Â£5,0,Â£5,0,Â£5,0,Â£5,0,Â£5,0,,,,,
million-a-year,0,million-a-year,0,million-a-year,0,million-a-year,0,million-a-year,0,million-a-year,0,,,,,
contract,0,contract,0,contract,0,contract,0,contract,0,contract,0,,,,,
likes,1,likes,0,likes,0,likes,0,likes,0,likes,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
think,1,think,0,think,0,think,0,think,0,think,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
its,0,its,0,its,0,its,0,its,0,its,0,,,,,
prisoners,2,prisoners,0,prisoners,0,prisoners,0,prisoners,0,prisoners,0,,,,,
as,0,as,0,as,0,as,0,as,0,as,0,,,,,
customers,0,customers,1,customers,0,customers,1,customers,1,customers,1,,,,,
Tory,0,Tory,0,Tory,0,Tory,0,Tory,0,Tory,0,,,,,
ministers,0,ministers,0,ministers,0,ministers,0,ministers,0,ministers,0,,,,,
like,0,like,0,like,0,like,0,like,0,like,0,,,,,
Michael,0,Michael,0,Michael,0,Michael,0,Michael,0,Michael,0,,,,,
Heseltine,0,Heseltine,0,Heseltine,0,Heseltine,0,Heseltine,0,Heseltine,0,,,,,
who,0,who,0,who,0,who,0,who,0,who,0,,,,,
visited,0,visited,0,visited,0,visited,0,visited,0,visited,0,,,,,
Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,Meadowell,0,,,,,
last,0,last,0,last,0,last,0,last,0,last,0,,,,,
November,0,November,0,November,0,November,0,November,0,November,0,,,,,
say,0,say,0,say,0,say,0,say,0,say,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
cash,0,cash,0,cash,0,cash,0,cash,0,cash,0,,,,,
shortages,0,shortages,0,shortages,0,shortages,0,shortages,0,shortages,0,,,,,
are,0,are,0,are,0,are,0,are,0,are,0,,,,,
due+to,0,due+to,1,due+to,0,due+to,1,due+to,0,due+to,1,,,,,
council,0,council,0,council,0,council,0,council,0,council,0,,,,,
profligacy,0,profligacy,0,profligacy,0,profligacy,0,profligacy,0,profligacy,0,,,,,
and,0,and,0,and,0,and,0,and,0,and,0,,,,,
bad,0,bad,0,bad,0,bad,0,bad,0,bad,0,,,,,
management,0,management,0,management,0,management,0,management,0,management,0,,,,,
Under,1,Under,0,Under,0,Under,0,Under,0,Under,0,,,,,
pressure,1,pressure,1,pressure,0,pressure,0,pressure,0,pressure,1,,,,,
from,1,from,0,from,0,from,0,from,0,from,0,,,,,
Satra,0,Satra,0,Satra,0,Satra,0,Satra,0,Satra,0,,,,,
Kirov,0,Kirov,0,Kirov,0,Kirov,0,Kirov,0,Kirov,0,,,,,
told,1,told,0,told,0,told,0,told,0,told,0,,,,,
singers,0,singers,0,singers,0,singers,0,singers,0,singers,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
choose,0,choose,0,choose,0,choose,0,choose,0,choose,0,,,,,
between,1,between,0,between,0,between,0,between,0,between,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
companies,0,companies,0,companies,0,companies,0,companies,0,companies,0,,,,,
But,0,But,0,But,0,But,0,But,0,But,0,,,,,
her,0,her,0,her,0,her,0,her,0,her,0,,,,,
desire,0,desire,0,desire,0,desire,0,desire,0,desire,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
provide,0,provide,0,provide,0,provide,0,provide,0,provide,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
period,0,period,0,period,0,period,0,period,0,period,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
stability,1,stability,0,stability,0,stability,0,stability,0,stability,0,,,,,
for,0,for,0,for,0,for,0,for,0,for,0,,,,,
nearly,0,nearly,0,nearly,0,nearly,0,nearly,0,nearly,0,,,,,
one,0,one,0,one,0,one,0,one,0,one,0,,,,,
million,0,million,0,million,0,million,0,million,0,million,0,,,,,
people,0,people,0,people,0,people,0,people,0,people,0,,,,,
employed,1,employed,0,employed,0,employed,0,employed,0,employed,0,,,,,
by,0,by,0,by,0,by,0,by,0,by,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
NHS,0,NHS,0,NHS,0,NHS,0,NHS,0,NHS,0,,,,,
is,0,is,0,is,0,is,0,is,0,is,0,,,,,
coupled,1,coupled,0,coupled,0,coupled,0,coupled,0,coupled,0,,,,,
with,1,with,0,with,0,with,0,with,0,with,0,,,,,
a,0,a,0,a,0,a,0,a,0,a,0,,,,,
fierce,0,fierce,0,fierce,0,fierce,0,fierce,0,fierce,0,,,,,
determination,0,determination,0,determination,0,determination,0,determination,0,determination,0,,,,,
to,0,to,0,to,0,to,0,to,0,to,0,,,,,
maintain,1,maintain,0,maintain,0,maintain,0,maintain,0,maintain,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
momentum,1,momentum,1,momentum,1,momentum,1,momentum,1,momentum,1,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
reform,0,reform,0,reform,0,reform,0,reform,0,reform,0,,,,,
with,1,with,0,with,0,with,0,with,0,with,0,,,,,
the,0,the,0,the,0,the,0,the,0,the,0,,,,,
overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0,overwhelming,0,,,,,
majority,0,majority,0,majority,0,majority,0,majority,0,majority,0,,,,,
of,0,of,0,of,0,of,0,of,0,of,0,,,,,
hospitals,0,hospitals,0,hospitals,0,hospitals,0,hospitals,0,hospitals,0,,,,,
becoming,0,becoming,0,becoming,0,becoming,0,becoming,0,becoming,0,,,,,
