word,DELMET,wordcat,word_10,label_10,word_22,label_22,word_21,label_21,word_5,label_5,word_1,label_1
Meadowell,0,N,Meadowell,0,Meadowell,0,between,0,Meadowell,0,anticipation,0
means,1,V,means,0,means,0,the,0,means,0,for,0
it,0,PN,it,0,it,0,people,0,it,0,Friday,0
is,0,V,is,0,is,0,in,0,is,0,20,0
awash,2,AJ,awash,1,awash,0,the,0,awash,0,October,0
with,0,PR,with,0,with,0,occupied,0,with,0,His,0
teenagers,0,N,teenagers,0,teenagers,0,state,0,teenagers,0,successful,0
whose,0,DT,whose,0,whose,0,and,0,whose,0,bid,0
only,0,AJ,only,0,only,0,the,0,only,0,was,0
pastimes,0,N,pastimes,0,pastimes,0,PLO,0,pastimes,0,for,0
are,0,V,are,0,are,0,leadership,0,are,0,"Â£190,000",0
having,1,V,having,0,having,0,The,0,having,0,although,0
babies,0,N,babies,0,babies,0,age,0,babies,0,he,0
and,0,CJ,and,0,and,0,structure,0,and,0,had,0
body-building,0,N,body-building,0,body-building,0,of,0,body-building,0,made,0
Like,0,PR,Like,0,Like,0,Meadowell,0,Like,0,a,0
the,0,AT,the,0,the,0,means,0,the,0,higher,0
heckler,0,N,heckler,0,heckler,0,it,0,heckler,0,prior,0
he,0,PN,he,0,he,0,is,0,he,0,offer,0
was,0,V,was,0,was,0,awash,1,was,0,which,0
a,0,AT,a,0,a,0,with,0,a,0,had,0
Liberal,0,N,Liberal,0,Liberal,0,teenagers,0,Liberal,0,been,0
One,0,CR,One,0,One,0,whose,0,One,0,turned,0
daughter,0,N,daughter,0,daughter,0,only,0,daughter,0,down,0
a,0,AT,a,0,a,0,pastimes,0,grand,0,In,0
grand,0,AJ,grand,0,grand,0,are,0,duchess,1,Britain,0
duchess,0,N,duchess,1,duchess,1,having,0,of,0,with,0
of,0,PR,of,0,of,0,babies,0,Russia,0,the,0
Russia,0,N,Russia,0,Russia,0,and,0,even,0,main,0
even,0,AV,even,0,even,0,body-building,0,gained,0,exception,0
gained,0,V,gained,1,gained,0,Like,0,a,0,of,0
a,0,AT,a,0,a,0,the,0,footnote,0,Blackpool,0
footnote,1,N,footnote,0,footnote,0,heckler,0,in,0,not,0
in,1,PR,in,0,in,0,he,0,history,0,forgetting,0
history,0,N,history,0,history,0,was,0,by,0,the,0
by,0,PR,by,0,by,0,a,0,introducing,0,single-deckers,0
introducing,0,V,introducing,0,introducing,0,Liberal,0,an,0,of,0
an,0,AT,an,0,an,0,footnote,1,unknown,0,the,0
unknown,0,AJ,unknown,0,unknown,0,history,0,monk,0,Isle,0
monk,0,N,monk,0,monk,0,introducing,0,Rasputin,0,of,0
Rasputin,0,N,Rasputin,0,Rasputin,0,unknown,0,to,0,Man,0
to,1,PR,to,0,to,0,monk,0,the,0,and,0
the,0,AT,the,0,the,0,Rasputin,0,Russian,0,Llandudno,0
Russian,0,AJ,Russian,0,Russian,0,Russian,0,Tsarina,0,trams,0
Tsarina,0,N,Tsarina,0,Tsarina,0,Tsarina,0,Alexandra,0,had,0
Alexandra,0,N,Alexandra,0,Alexandra,0,Alexandra,0,He,0,been,0
He,0,PN,He,0,He,0,started,0,started,0,largely,0
started,0,V,started,1,started,0,writing,0,by,0,relegated,0
by,0,PR,by,0,by,0,occasional,0,writing,0,to,0
writing,0,V,writing,0,writing,0,articles,0,occasional,0,the,0
occasional,0,AJ,occasional,0,occasional,0,1939,0,articles,0,history,1
articles,0,N,articles,0,articles,0,wrote,0,but,0,books,0
but,0,CJ,but,0,but,0,State,0,in,0,The,0
in,1,PR,in,0,in,0,Music,0,1939,0,Slingos,0
1939,0,CR,1939,0,1939,0,trenchant,1,he,0,have,0
he,0,PN,he,0,he,0,provocative,0,wrote,0,their,0
wrote,0,V,wrote,1,wrote,0,assessment,0,The,0,own,0
The,0,AT,The,0,The,0,machinery,1,State,0,vegetable,0
State,0,N,State,0,State,0,musical,0,of,0,garden,0
of,0,PR,of,0,of,0,profession,0,Music,0,chickens,0
Music,0,N,Music,0,Music,0,time,0,a,0,ducks,0
a,0,AT,a,0,a,0,Powerhaus,0,trenchant,0,sheep,0
trenchant,0,N,trenchant,0,trenchant,1,N1,0,and,0,and,0
and,0,CJ,and,0,and,0,837,0,provocative,0,cows,0
provocative,0,AJ,provocative,0,provocative,1,3218,0,assessment,0,Scott,0
assessment,1,N,assessment,0,assessment,0,8,0,of,0,was,0
of,0,PR,of,0,of,0,Â£5,0,the,0,so,0
the,0,AT,the,0,the,0,Mr,0,machinery,1,pleased,0
machinery,1,N,machinery,1,machinery,1,Dobbs,0,of,0,with,0
of,0,PR,of,0,of,0,unlikely,1,the,0,the,0
the,0,AT,the,0,the,0,allies,1,musical,0,style,0
musical,0,AJ,musical,0,musical,0,Women,0,profession,0,he,0
profession,0,N,profession,0,profession,0,Institutes,0,at,0,had,0
at,1,PR,at,0,at,0,Very,0,the,0,evolved,0
the,0,AT,the,0,the,0,kind,0,time,0,at,0
time,0,N,time,0,time,0,international,0,Powerhaus,0,Battersea,0
Powerhaus,0,N,Powerhaus,0,Powerhaus,0,players,0,N1,0,a,0
N1,0,UN,N1,0,N1,0,supposed,0,837,0,treatment,0
837,0,CR,837,0,837,0,habitually,0,3218,0,that,0
3218,0,CR,3218,0,3218,0,influential,0,8,0,humanised,0
8.30pm,0,AV,8,0,8,0,Hazard,0,Â£5,0,industrial,0
£5,0,N,Â£5,0,Â£5,0,second,0,Mr,0,forms,0
Mr,0,N,Mr,0,Mr,0,half,0,Dobbs,0,without,0
Dobbs,0,N,Dobbs,0,Dobbs,0,incisive,0,more,0,denying,0
more,0,AV,more,0,more,0,passes,0,unlikely,0,their,0
unlikely,0,AJ,unlikely,0,unlikely,0,gifts,1,allies,0,function,0
allies,1,N,allies,0,allies,0,heavens,1,are,0,that,0
are,0,V,are,0,are,0,day,0,the,0,he,0
the,0,AT,the,0,the,0,left,0,Women,0,also,0
Women,0,N,Women,0,Women,0,greater,0,Institutes,0,used,0
Institutes,0,N,Institutes,0,Institutes,0,mark,0,Very,0,it,0
Very,0,AV,Very,0,Very,0,statement,0,kind,0,on,0
kind,0,AJ,kind,0,kind,0,afterwards,0,but,0,the,0
but,0,CJ,but,0,but,0,Dr,0,international,0,Guinness,0
international,0,AJ,international,0,international,0,Runcie,0,players,0,Factory,0
players,0,N,players,0,players,0,stressed,0,are,0,at,0
are,0,V,are,0,are,0,proposing,0,supposed,0,Park,0
supposed,0,AJ,supposed,1,supposed,0,change,0,to,0,Royal,0
to,0,TO,to,0,to,0,British,0,be,0,west,0
be,0,V,be,0,be,0,constitution,0,habitually,0,London,0
habitually,0,AV,habitually,0,habitually,0,NICHOLAS,0,influential,0,What,0
influential,0,AJ,influential,1,influential,0,ROE,0,and,0,should,0
and,0,CJ,and,0,and,0,Runner,0,it,0,have,0
it,0,PN,it,0,it,0,beans,0,was,0,been,0
was,0,V,was,0,was,0,French,0,Hazard,0,a,0
Hazard,0,N,Hazard,0,Hazard,0,beans,0,who,0,routine,0
who,0,PN,who,0,who,0,given+up,1,in,0,exercise,0
in,1,PR,in,0,in,0,completely,0,the,0,in,0
the,0,AT,the,0,the,0,cleared,0,second,0,extending,0
second,0,OR,second,0,second,0,off,0,half,0,the,0
half,0,N,half,0,half,0,vegetable,0,with,0,Government,0
with,1,PR,with,0,with,0,plots,0,a,0,borrowing,0
a,0,AT,a,0,a,0,irony,1,few,0,power,0
few,0,DT,few,0,few,0,had,0,incisive,0,to,0
incisive,0,AJ,incisive,0,incisive,1,tower,0,passes,0,$3,0
passes,0,N,passes,0,passes,0,higher,0,gifts,0,thousand,0
gifts,1,N,gifts,1,gifts,1,teak,0,from,0,billion,0
from,1,PR,from,0,from,0,scrubbers,0,the,0,became,0
the,0,AT,the,0,the,0,efficient,0,heavens,1,bogged,0
heavens,1,N,heavens,1,heavens,1,smoke,0,on,0,down,0
on,1,PR,on,0,on,0,gone,0,a,0,in,0
a,0,AT,a,0,a,0,straight,0,day,0,wrangling,0
day,0,N,day,0,day,0,up,0,like,0,over,0
like,0,PR,like,0,like,0,air,0,this,0,legislative,0
this,1,DT,this,0,this,0,press+conference,0,left,0,initiatives,0
left,1,V,left,1,left,0,mark,0,a,0,lawmakers,0
a,0,AT,a,0,a,0,election,0,greater,0,wanted,0
greater,1,AJ,greater,0,greater,0,victory,0,mark,0,to,0
mark,1,N,mark,0,mark,0,year,0,In,0,attach,0
In,1,PR,In,0,In,0,ago,0,a,0,to,0
a,0,AT,a,0,a,0,Mr,0,statement,0,the,0
statement,0,N,statement,0,statement,0,Bush,0,afterwards,0,bill,0
afterwards,0,AV,afterwards,0,afterwards,0,threatened,0,Dr,0,What,0
Dr,0,N,Dr,0,Dr,0,veto,0,Runcie,0,has,0
Runcie,0,N,Runcie,0,Runcie,0,budget,0,stressed,0,gone,0
stressed,1,V,stressed,0,stressed,0,unless,0,that,0,wrong,0
that,0,CJ,that,0,that,0,contained,0,he,0,Tiphook,0
he,0,PN,he,0,he,0,real,0,was,0,confident,0
was,0,V,was,0,was,0,cuts,1,not,0,The,0
not,0,XX,not,0,not,0,would,0,proposing,0,structure,0
proposing,0,V,proposing,0,proposing,0,great,0,any,0,of,0
any,0,DT,any,0,any,0,leap,1,change,0,the,0
change,0,N,change,0,change,0,forward,1,in,0,developing,0
in,1,PR,in,0,in,0,1949,0,the,0,national,0
the,0,AT,the,0,the,0,Amaldi,0,British,0,authority,0
British,0,AJ,British,0,British,0,wrote,0,constitution,0,has,0
constitution,1,N,constitution,0,constitution,0,Italian,0,By,0,been,0
By,0,PR,By,0,By,0,prime,0,NICHOLAS,0,both,0
NICHOLAS,0,N,NICHOLAS,0,NICHOLAS,0,minister,0,ROE,0,diffuse,1
ROE,0,N,ROE,0,ROE,0,asking,0,Runner+beans,0,enough,0
Runner+beans,0,N + N,Runner+beans,0,Runner+beans,0,permission,0,and,0,to,0
and,0,CJ,and,0,and,0,produce,0,French,0,prevent,0
French,0,AJ,French,0,French,0,sell,0,beans,0,it,0
beans,0,N,beans,0,beans,0,sealing+wax,0,have,0,from,0
have,0,V,have,0,have,0,letters,0,now,0,being,0
now,0,AV,now,0,now,0,so+that,0,given+up,0,destroyed,0
given+up,1,V + AV,given+up,1,given+up,0,raise,0,completely,0,by,0
completely,0,AV,completely,0,completely,0,needed,0,and,0,any,0
and,0,CJ,and,0,and,0,funds,0,can,0,one,0
can,0,V,can,0,can,0,physics,0,be,0,single,0
be,0,V,be,0,be,0,lab,0,cleared,0,sweep,0
cleared,0,V,cleared,0,cleared,0,Such,0,off,0,of,0
off,0,PR,off,0,off,0,agreements,0,vegetable,0,arrests,0
vegetable,0,N,vegetable,0,vegetable,0,range,0,plots,0,there,0
plots,0,N,plots,0,plots,0,issue,0,The,0,have,0
The,0,AT,The,0,The,0,borders,0,irony,0,been,0
irony,0,N,irony,1,irony,0,issue,0,is,0,more,0
is,0,V,is,0,is,0,free,0,that,0,than,0
that,0,CJ,that,0,that,0,wave-lengths,0,had,0,50,0
had,0,V,had,0,had,0,future,0,the,0,arrests,0
the,0,AT,the,0,the,0,television,0,tower,0,since,0
tower,0,N,tower,0,tower,0,radio,0,been,0,the,0
been,0,V,been,0,been,0,networks,0,higher,0,Intifada,0
higher,0,AJ,higher,0,higher,0,Daniel,0,and,0,outbreak,0
and,0,CJ,and,0,and,0,John,0,had,0,and,0
had,0,V,had,0,had,0,wife,0,the,0,coherent,0
the,0,AT,the,0,the,0,telling,0,teak,0,enough,0
teak,0,N,teak,0,teak,0,saddle+up,0,scrubbers,0,to,0
scrubbers,0,N,scrubbers,0,scrubbers,0,steal,0,been,0,allow,0
been,0,V,been,0,been,0,fresh,0,less,0,for,0
less,0,AV,less,0,less,0,batch,0,efficient,0,the,0
efficient,0,AJ,efficient,0,efficient,0,cattle,0,the,0,existence,0
the,0,AT,the,0,the,0,neighbour,0,smoke,0,of,0
smoke,0,N,smoke,0,smoke,0,herds,0,would,0,a,0
would,0,V,would,0,would,0,Group,0,have,0,unified,0
have,0,V,have,0,have,0,4,0,gone,0,resistance,0
gone,1,V,gone,1,gone,0,Remand,0,straight,0,strategy,0
straight,0,AV,straight,0,straight,0,Services,0,up,0,Through,0
up,0,AV,up,0,up,0,Ltd,0,into,0,it,0
into,0,PR,into,0,into,0,security,0,the,0,Palestinians,0
the,0,AT,the,0,the,0,firm,0,air,0,are,0
air,0,N,air,0,air,0,selected,0,At,0,struggling,0
At,1,PR,At,0,At,0,Home+Office,0,a,0,on,0
a,0,AT,a,0,a,0,manage,0,press+conference,0,a,0
press+conference,0,N + N,press+conference,0,press+conference,0,The,0,to,0,daily,0
to,0,TO,to,0,to,0,Wolds,0,mark,0,basis,0
mark,1,V,mark,1,mark,0,Â£5,0,his,0,to,0
his,0,DP,his,0,his,0,million-a-year,0,election,0,shake,0
election,0,N,election,0,election,0,contract,0,victory,0,off,0
victory,0,N,victory,0,victory,0,likes,0,a,0,Israel,0
a,0,AT,a,0,a,0,think,0,year,0,authority,0
year,0,N,year,0,year,0,prisoners,0,ago,0,and,0
ago,0,AV,ago,0,ago,0,customers,1,Mr,0,to,0
Mr,0,N,Mr,0,Mr,0,Tory,0,Bush,0,construct,0
Bush,0,N,Bush,0,Bush,0,ministers,0,threatened,0,their,0
threatened,0,V,threatened,0,threatened,0,like,0,to,0,own,0
to,0,TO,to,0,to,0,Michael,0,veto,0,But,0
veto,0,V,veto,0,veto,0,Heseltine,0,the,0,these,0
the,0,AT,the,0,the,0,visited,0,budget,0,themes,0
budget,0,N,budget,0,budget,0,Meadowell,0,unless,0,are,0
unless,0,CJ,unless,0,unless,0,last,0,it,0,always,0
it,0,PN,it,0,it,0,November,0,contained,0,interspersed,0
contained,1,V,contained,0,contained,0,say,0,real,0,with,0
real,0,AJ,real,0,real,0,cash,0,cuts,0,more,0
cuts,1,N,cuts,0,cuts,0,shortages,0,Now,0,fanciful,0
Now,0,AV,Now,0,Now,0,due+to,1,that,0,ones,0
that,1,DT,that,0,that,0,council,0,would,0,grimacing,0
would,0,V,would,0,would,0,profligacy,0,be,0,masks,0
be,0,V,be,0,be,0,bad,0,a,0,weird,0
a,0,AT,a,0,a,0,management,0,great,0,animals,0
great,1,AJ,great,0,great,0,Under,0,leap,1,exuberant,0
leap,1,N,leap,1,leap,1,pressure,1,forward,0,abstract,0
forward,1,AV,forward,0,forward,0,Satra,0,In,0,patterns,0
In,1,PR,In,0,In,0,Kirov,0,1949,0,When,0
1949,0,CR,1949,0,1949,0,told,0,Amaldi,0,built,0
Amaldi,0,N,Amaldi,0,Amaldi,0,singers,0,wrote,0,in,0
wrote,0,V,wrote,1,wrote,0,choose,0,to,0,1938,0
to,1,PR,to,0,to,0,between,0,the,0,it,0
the,0,AT,the,0,the,0,companies,0,Italian,0,was,0
Italian,0,AJ,Italian,0,Italian,0,desire,0,prime,0,The,0
prime,0,AJ,prime,0,prime,0,provide,0,minister,0,Ridges,0
minister,0,N,minister,0,minister,0,period,0,asking,0,which,0
asking,0,V,asking,0,asking,0,stability,0,for,0,is,0
for,1,PR,for,0,for,0,nearly,0,permission,0,still,0
permission,0,N,permission,0,permission,0,one,0,to,0,what,0
to,0,TO,to,0,to,0,million,0,produce,0,they,0
produce,0,V,produce,0,produce,0,people,0,and,0,call,0
and,0,CJ,and,0,and,0,employed,0,sell,0,it,0
sell,0,V,sell,0,sell,0,NHS,0,sealing+wax,0,locally,0
sealing+wax,0,V + N,sealing+wax,0,sealing+wax,0,coupled,0,for,0,a,0
for,1,PR,for,0,for,0,fierce,0,letters,0,slum,0
letters,0,N,letters,0,letters,0,determination,0,so+that,0,clearance,0
so+that,0,CJ,so+that,0,so+that,0,maintain,0,we,0,project,0
we,0,PN,we,0,we,0,momentum,1,may,0,on,0
may,0,V,may,0,may,0,reform,0,raise,0,the,0
raise,1,V,raise,0,raise,0,overwhelming,0,needed,0,north,0
needed,0,V,needed,0,needed,0,majority,0,funds,0,bank,0
funds,0,N,funds,0,funds,0,hospitals,0,for,0,of,0
for,1,PR,for,0,for,0,becoming,0,our,0,the,0
our,0,DP,our,0,our,0,self-governing,0,physics,0,Tyne,0
physics,0,N,physics,0,physics,0,trusts,0,lab,0,10,0
lab,0,N,lab,0,lab,0,mid-1990s,0,Such,0,miles,0
Such,0,DT,Such,0,Such,0,As+well+as,0,agreements,0,east,0
agreements,0,N,agreements,0,agreements,0,fighting,0,can,0,of,0
can,0,V,can,0,can,0,more,0,range,0,Newcastle,0
range,1,V,range,1,range,0,money,0,from,0,I,0
from,1,PR,from,0,from,0,task,0,the,0,knew,0
the,0,AT,the,0,the,0,ensure,0,issue,0,there,0
issue,0,N,issue,0,issue,0,every,0,of,0,was,0
of,1,PR,of,0,of,0,last,0,borders,0,one,0
borders,1,N,borders,0,borders,0,pound,0,to,0,here,0
to,1,PR,to,0,to,0,spent,0,the,0,he,0
the,0,AT,the,0,the,0,effectively,0,issue,0,continued,0
issue,0,N,issue,0,issue,0,could,0,of,0,meaning,0
of,1,PR,of,0,of,0,be,0,free,0,Liberal,0
free,1,AJ,free,0,free,0,Letter Policy,1,wave-lengths,0,Democrats,0
wave-lengths,0,N,wave-lengths,0,wave-lengths,0,and,1,for,0,The,0
for,1,PR,for,0,for,0,politics,1,our,0,results,0
our,0,DP,our,0,our,0,at,0,future,0,exceeded,0
future,0,AJ,future,0,future,0,the,0,television,0,our,0
television,0,N,television,0,television,0,Labour+Party,0,and,0,expectations,0
and,0,CJ,and,0,and,0,Conference,0,radio,0,said,0
radio,0,N,radio,0,radio,0,A,0,networks,0,Mr,0
networks,1,N,networks,0,networks,0,letter,0,By,0,Goodson,0
By,0,PR,By,0,By,0,dropped,0,Daniel,0,However,0
Daniel,0,N,Daniel,0,Daniel,0,through,0,John,0,he,0
John,0,N,John,0,John,0,the,0,His,0,suggested,0
His,0,DP,His,0,His,0,post,0,wife,0,there,0
wife,0,N,wife,0,wife,0,from,0,was,0,was,0
was,0,V,was,0,was,0,the,0,telling,0,perhaps,0
telling,0,V,telling,0,telling,0,President,0,him,0,a,0
him,0,PN,him,0,him,0,of,0,to,0,need,0
to,0,TO,to,0,to,0,the,0,saddle+up,0,to,0
saddle+up,0,V + AV,saddle+up,0,saddle+up,0,Socialist,0,and,0,look,0
and,0,CJ,and,0,and,0,Republic,0,steal,0,into,0
steal,0,V,steal,0,steal,0,of,0,a,0,the,0
a,0,AT,a,0,a,0,Montenegro,0,fresh,0,system,0
fresh,1,AJ,fresh,0,fresh,0,inviting,0,batch,0,more,0
batch,0,N,batch,0,batch,0,me,0,of,0,closely,0
of,0,PR,of,0,of,0,to,0,cattle,0,IT,1
cattle,0,N,cattle,0,cattle,0,the,0,from,0,SEEMS,0
from,0,PR,from,0,from,0,funeral,0,his,0,Roland,0
his,0,DP,his,0,his,0,said,0,neighbour,0,Franklin,0
neighbour,0,N,neighbour,0,neighbour,0,John,0,herds,0,latest,0
herds,0,N,herds,0,herds,0,Kennedy,0,Group,0,unbundler,1
Group,0,N,Group,0,Group,0,a,0,4,0,appear,0
4,0,CR,4,0,4,0,Conservative+Party,0,Remand,0,UK,0
Remand,0,N,Remand,0,Remand,0,member,0,Services,0,made,0
Services,0,N,Services,0,Services,0,who,0,Ltd,0,fatal,0
Ltd,0,AJ,Ltd,0,Ltd,0,lives,0,the,0,error,0
the,0,AT,the,0,the,0,in,0,security,0,preparation,0
security,0,N,security,0,security,0,Barking,0,firm,0,Â£697m,0
firm,0,N,firm,0,firm,0,and,0,selected,0,break-up,1
selected,1,V,selected,0,selected,0,is,0,by,0,bid,0
by,0,PR,by,0,by,0,a,0,the,0,stationery,0
the,0,AT,the,0,the,0,distant,0,Home+Office,0,packaging,0
Home+Office,0,N + N,Home+Office,0,Home+Office,0,relative,0,to,0,group,0
to,0,TO,to,0,to,0,of,0,manage,0,DRG,0
manage,1,V,manage,0,manage,0,Nicholas,0,The,0,point,0
The,0,AT,The,0,The,0,Another,0,Wolds,0,core,0
Wolds,0,N,Wolds,0,Wolds,0,response,0,in,0,business,0
in,1,PR,in,0,in,0,to,0,a,0,unfair,0
a,0,AT,a,0,a,0,a,0,Â£5,0,add,0
£5,0,N,Â£5,0,Â£5,0,visual,0,million-a-year,0,part-time,0
million-a-year,0,AJ,million-a-year,0,million-a-year,0,stimulus,0,contract,0,education,0
contract,0,N,contract,0,contract,0,was,0,likes,0,training,0
likes,1,V,likes,0,likes,0,Thomson,0,to,0,statistics,0
to,0,TO,to,0,to,0,series,0,think,0,figures,0
think,1,V,think,1,think,0,of,0,of,0,improve,0
of,0,PR,of,0,of,0,musical,0,its,0,relative,0
its,0,DP,its,0,its,0,portraits,1,prisoners,0,position,0
prisoners,2,N,prisoners,0,prisoners,0,of,0,as,0,Thomson,0
as,0,PR,as,0,as,0,people,0,customers,0,lived,0
customers,0,N,customers,0,customers,0,such+as,0,Tory,0,New,0
Tory,0,AJ,Tory,0,Tory,0,Picasso,0,ministers,0,York,0
ministers,0,N,ministers,0,ministers,0,and,0,like,0,apartment,0
like,0,PR,like,0,like,0,Aaron,0,Michael,0,Chelsea,0
Michael,0,N,Michael,0,Michael,0,Copland,0,Heseltine,0,Hotel,0
Heseltine,0,N,Heseltine,0,Heseltine,0,But,0,who,0,imply,0
who,0,PN,who,0,who,0,the,0,visited,0,political,0
visited,0,V,visited,0,visited,0,villages,0,Meadowell,0,supremacy,0
Meadowell,0,N,Meadowell,0,Meadowell,0,are,0,last,0,suggest,0
last,0,OR,last,0,last,0,dying,1,November,0,Pope,0
November,0,N,November,0,November,0,becoming,0,say,0,administer,0
say,0,V,say,0,say,0,suburbs,0,the,0,affairs,0
the,0,AT,the,0,the,0,or,0,cash,0,Church,0
cash,0,N,cash,0,cash,0,dormitories,1,shortages,0,England,0
shortages,0,N,shortages,0,shortages,0,where,0,are,0,reacted,0
are,0,V,are,0,are,0,few,0,due+to,0,water,0
due+to,0,PR,due+to,1,due+to,0,people,0,council,0,plant,0
council,0,N,council,0,council,0,work,0,profligacy,0,operator,0
profligacy,0,N,profligacy,0,profligacy,0,but,0,and,0,burned,0
and,0,CJ,and,0,and,0,many,0,bad,0,cloud,0
bad,0,AJ,bad,0,bad,0,sleep,0,management,0,acid,0
management,0,N,management,0,management,0,It,0,Under,0,gas,0
Under,1,PR,Under,0,Under,0,takes,0,pressure,0,Westerns,0
pressure,1,N,pressure,0,pressure,0,all,0,from,0,longer,0
from,1,PR,from,0,from,0,sorts,1,Satra,0,cheap,0
Satra,0,N,Satra,0,Satra,0,The,0,Kirov,0,option,0
Kirov,0,N,Kirov,0,Kirov,0,phrase,0,told,0,reminded,0
told,1,V,told,0,told,0,universal,0,singers,0,several,0
singers,0,N,singers,0,singers,0,primacy,0,to,0,things,0
to,0,TO,to,0,to,0,has,0,choose,0,Iznik,0
choose,0,V,choose,0,choose,0,a,0,between,0,pottery,0
between,1,PR,between,0,between,0,spiritual,0,the,0,Turkey,0
the,0,AT,the,0,the,0,meaning,0,companies,0,dating,0
companies,0,N,companies,0,companies,0,In,0,But,0,fifteenth,0
But,0,CJ,But,0,But,0,Liverpool,0,her,0,sixteenth,0
her,0,DP,her,0,her,0,a,0,desire,0,century,0
desire,0,N,desire,0,desire,0,dockers,0,to,0,explodes,0
to,0,TO,to,0,to,0,spokesman,0,provide,0,colour,0
provide,0,V,provide,0,provide,0,with,0,a,0,sophisticated,0
a,0,AT,a,0,a,0,the,0,period,0,white,0
period,0,N,period,0,period,0,Transport,0,of,0,grounds,0
of,0,PR,of,0,of,0,and,0,stability,0,Iznik,0
stability,1,N,stability,1,stability,0,General,0,for,0,highly,0
for,0,PR,for,0,for,0,Workers,0,nearly,0,sought,0
nearly,0,AV,nearly,0,nearly,0,Union,0,one,0,Turkish,0
one,0,CR,one,0,one,0,admitted,0,million,0,yuppies,0
million,0,CR,million,0,million,0,Drivers,0,people,0,prices,0
people,0,N,people,0,people,0,are,0,employed,0,run,0
employed,1,V,employed,0,employed,0,n't,0,by,0,"Â£2,000",0
by,0,PR,by,0,by,0,happy,0,the,0,"Â£15,000",0
the,0,AT,the,0,the,0,handling,1,NHS,0,French,0
NHS,0,N,NHS,0,NHS,0,some,0,is,0,Spanish,0
is,0,V,is,0,is,0,of,0,coupled,0,Italians,0
coupled,1,V,coupled,0,coupled,0,these,0,with,0,word,0
with,1,PR,with,0,with,0,commodities,0,a,0,summer,0
a,0,AT,a,0,a,0,but,0,fierce,0,sprawl,1
fierce,0,AJ,fierce,0,fierce,1,at+least,0,determination,0,begins,0
determination,0,N,determination,0,determination,0,a,0,to,0,oppressive,0
to,0,TO,to,0,to,0,lorry-driver,0,maintain,0,stage,0
maintain,1,V,maintain,0,maintain,0,has,0,the,0,year,0
the,0,AT,the,0,the,0,more,0,momentum,1,trigger,1
momentum,1,N,momentum,1,momentum,1,idea,0,of,0,fingers,0
of,0,PR,of,0,of,0,of,0,reform,0,itching,0
reform,0,N,reform,0,reform,0,what,0,with,0,snip+back,0
with,1,PR,with,0,with,0,he,0,the,0,overgrown,0
the,0,AT,the,0,the,0,is,0,overwhelming,0,mallows,0
overwhelming,0,AJ,overwhelming,0,overwhelming,0,handling,1,majority,0,clear+out,0
majority,0,N,majority,0,majority,0,than,0,of,0,mildewing,0
of,0,PR,of,0,of,0,a,0,hospitals,0,foliage,0
hospitals,0,N,hospitals,0,hospitals,0,docker,0,becoming,0,golden,0
becoming,0,V,becoming,0,becoming,0,who,0,self-governing,0,rod,0
self-governing,0,AJ,self-governing,0,self-governing,0,could,0,trusts,0,reduce,0
trusts,0,N,trusts,0,trusts,0,have,0,by,0,overpowering,1
by,1,PR,by,0,by,0,a,0,the,0,bulk,0
the,0,AT,the,0,the,0,consignment,0,mid-1990s,0,bullyboy,1
mid-1990s,0,CR,mid-1990s,0,mid-1990s,0,and,0,As+well+as,0,ground,0
As+well+as,0,PR,As+well+as,0,As+well+as,0,just,0,fighting,0,cover,0
fighting,1,V,fighting,0,fighting,0,not,0,for,0,Privacy,0
for,0,PR,for,0,for,0,know,0,more,0,important,0
more,0,DT,more,0,more,0,what,0,money,0,consideration,0
money,0,N,money,0,money,0,it,0,her,0,doubt,0
her,0,DP,her,0,her,0,is,0,task,0,others,0
task,0,N,task,0,task,0,Dr,0,was,0,added,0
was,0,V,was,0,was,0,Slevin,0,to,0,failure,0
to,0,TO,to,0,to,0,agreed,0,ensure,0,imagination,0
ensure,0,V,ensure,0,ensure,0,that,0,that,0,use,0
that,0,CJ,that,0,that,0,this,0,every,0,royal,0
every,0,AT,every,0,every,0,is,0,last,0,visit,0
last,0,OR,last,0,last,0,often,0,pound,0,creatively,0
pound,0,N,pound,0,pound,0,beneficial,0,was,0,failure,0
was,0,V,was,0,was,0,but,0,spent,0,nerve,0
spent,0,V,spent,0,spent,0,is,0,as,0,two,0
as,0,AV,as,0,as,0,concerned,0,effectively,0,Hong,0
effectively,0,AV,effectively,0,effectively,0,about,0,as,0,Kong,0
as,0,CJ,as,0,as,0,other,0,it,0,legislators,0
it,0,PN,it,0,it,0,aspects,1,could,0,consistently,0
could,0,V,could,0,could,0,of,0,be,0,dare,0
be,0,V,be,0,be,0,such,0,Letter,1,speak+out,0
Letter,0,N,Letter,0,Letter,0,therapies,0,Policy,1,Mr,0
Policy,0,N,Policy,1,Policy,0,By,0,and,0,Martin,0
and,0,CJ,and,0,and,0,STEPHEN,0,politics,1,Lee,0
politics,0,N,politics,1,politics,1,GOLD,0,at,0,Mr,0
at,1,PR,at,0,at,0,If,0,the,0,Szeto,0
the,0,AT,the,0,the,0,Dedham,0,Labour+Party,0,Wah,0
Labour+Party,0,AJ + N,Labour+Party,0,Labour+Party,0,Hall,0,Conference,0,threatened,0
Conference,0,N,Conference,0,Conference,0,is,0,A,0,expulsion,0
Letter,0,N,A,0,A,0,fully,0,letter,0,committee,0
