word,DELMET,word_5,label_5,word_22,label_22,word_10,label_10,word_10,label_10,word_22,label_22,word_21,label_21,word_5,label_5,word_1,label_1
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,telecottages,0,are,0,are,0
expensive,0,expensive,0.0,expensive,0.0,expensive,0.0,expensive,0,expensive,0,should,0,expensive,0,expensive,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,become,0,to,0,to,0
live,0,live,0.0,live,0.0,live,0.0,live,0,live,0,self-financing,0,live,0,live,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,once,0,in,0,in,0
and,0,and,0.0,and,0.0,and,0.0,and,0,and,0,established,0,and,0,and,0
if,0,if,0.0,if,0.0,if,0.0,if,0,if,0,they,0,if,0,if,0
they,0,they,0.0,they,0.0,they,0.0,they,0,they,0,do,0,they,0,they,0
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,need,0,are,0,are,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,initial,0,to,0,to,0
become,0,become,0.0,become,0.0,become,0.0,become,0,become,0,subsidy,0,become,0,become,0
vibrant,0,vibrant,1.0,vibrant,0.0,vibrant,0.0,vibrant,0,vibrant,0,Villages,0,vibrant,1,vibrant,1
communities,0,communities,0.0,communities,0.0,communities,0.0,communities,0,communities,0,are,0,communities,0,communities,0
again,0,again,0.0,again,0.0,again,0.0,again,0,again,0,expensive,0,again,0,again,0
local,0,local,0.0,local,0.0,local,0.0,local,0,local,0,to,0,local,0,local,0
people,0,people,0.0,people,0.0,people,0.0,people,0,people,0,live,0,people,0,people,0
must,0,must,0.0,must,0.0,must,0.0,must,0,must,0,in,0,must,0,must,0
be,0,be,0.0,be,0.0,be,0.0,be,0,be,0,and,0,be,0,be,0
able,0,able,0.0,able,0.0,able,0.0,able,0,able,0,if,0,able,0,able,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,they,0,to,0,to,0
earn,0,earn,0.0,earn,0.0,earn,0.0,earn,0,earn,0,are,0,earn,0,earn,0
enough,0,enough,0.0,enough,0.0,enough,0.0,enough,0,enough,0,to,0,enough,0,enough,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,become,0,to,0,to,0
be,0,be,0.0,be,0.0,be,0.0,be,0,be,0,vibrant,1,be,0,be,0
able,0,able,0.0,able,0.0,able,0.0,able,0,able,0,communities,0,able,0,able,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,again,0,to,0,to,0
continue,0,continue,0.0,continue,0.0,continue,0.0,continue,0,continue,0,local,0,continue,0,continue,0
living,0,living,0.0,living,0.0,living,0.0,living,0,living,0,people,0,living,0,living,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,must,0,in,0,in,0
them,0,them,0.0,them,0.0,them,0.0,them,0,them,0,be,0,them,0,them,0
Mr,0,Mr,0.0,Mr,0.0,Mr,0.0,Mr,0,Mr,0,able,0,Mr,0,Mr,0
Smith,0,Smith,0.0,Smith,0.0,Smith,0.0,Smith,0,Smith,0,to,0,Smith,0,Smith,0
said,0,said,0.0,said,0.0,said,0.0,said,0,said,0,earn,0,said,0,said,0
in,1,in,0.0,in,0.0,in,0.0,in,0,in,0,enough,0,in,0,in,0
an,0,an,0.0,an,0.0,an,0.0,an,0,an,0,to,0,an,0,an,0
interview,0,interview,0.0,interview,0.0,interview,0.0,interview,0,interview,0,be,0,interview,0,interview,0
on,1,on,0.0,on,0.0,on,0.0,on,0,on,0,able,0,on,0,on,0
BBC,0,BBC,0.0,BBC,0.0,BBC,0.0,BBC,0,BBC,0,to,0,BBC,0,BBC,0
television,0,television,0.0,television,0.0,television,0.0,television,0,television,0,continue,0,television,0,television,0
's,0,'s,0.0,'s,0.0,'s,0.0,'s,0,'s,0,living,0,'s,0,'s,0
On,1,On,0.0,On,0.0,On,0.0,On,0,On,0,in,0,On,0,On,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,them,0,the,0,the,0
Record,0,Record,0.0,Record,0.0,Record,0.0,Record,0,Record,0,Mr,0,Record,0,Record,0
that,0,that,0.0,that,0.0,that,0.0,that,0,that,0,Smith,0,that,0,that,0
he,0,he,0.0,he,0.0,he,0.0,he,0,he,0,said,0,he,0,he,0
did,0,did,0.0,did,0.0,did,0.0,did,0,did,0,in,0,did,0,did,0
not,0,not,0.0,not,0.0,not,0.0,not,0,not,0,an,0,not,0,not,0
expect,0,expect,0.0,expect,0.0,expect,0.0,expect,0,expect,0,interview,0,expect,0,expect,0
his,0,his,0.0,his,0.0,his,0.0,his,0,his,0,on,0,his,0,his,0
colleagues,0,colleagues,0.0,colleagues,0.0,colleagues,0.0,colleagues,0,colleagues,0,BBC,0,colleagues,0,colleagues,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,television,0,to,0,to,0
spend,0,spend,0.0,spend,0.0,spend,0.0,spend,0,spend,0,'s,0,spend,0,spend,0
and,0,and,0.0,and,0.0,and,0.0,and,0,and,0,On,0,and,0,and,0
spend,0,spend,0.0,spend,0.0,spend,0.0,spend,0,spend,0,the,0,spend,0,spend,0
again',0,again',0.0,again',0.0,again',0.0,again',0,again',0,Record,0,again',0,again',1
when,0,when,0.0,when,0.0,when,0.0,when,0,when,0,that,0,when,0,when,0
they,0,they,0.0,they,0.0,they,0.0,they,0,they,0,he,0,they,0,they,0
took,1,took,0.0,took,0.0,took,0.0,took,0,took,0,did,0,took,0,took,0
office,0,office,0.0,office,0.0,office,0.0,office,0,office,0,not,0,office,0,office,0
Doctors,0,Doctors,0.0,Doctors,0.0,Doctors,0.0,Doctors,0,Doctors,0,expect,0,Doctors,0,Doctors,0
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,his,0,are,0,are,0
worried,0,worried,0.0,worried,0.0,worried,0.0,worried,0,worried,0,colleagues,0,worried,0,worried,0
that,0,that,0.0,that,0.0,that,0.0,that,0,that,0,to,0,that,0,that,0
women,0,women,0.0,women,0.0,women,0.0,women,0,women,0,spend,0,women,0,women,0
turning,1,turning,0.0,turning,0.0,turning,0.0,turning,0,turning,0,and,0,turning,0,turning,0
to,1,to,0.0,to,0.0,to,0.0,to,0,to,0,spend,0,to,0,to,0
prostitution,0,prostitution,0.0,prostitution,0.0,prostitution,0.0,prostitution,0,prostitution,0,again,0,prostitution,0,prostitution,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,when,0,to,0,to,0
finance,0,finance,0.0,finance,0.0,finance,0.0,finance,0,finance,0,they,0,finance,0,finance,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,took,0,the,0,the,0
habit,1,habit,0.0,habit,0.0,habit,0.0,habit,0,habit,0,office,0,habit,0,habit,0
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,Doctors,0,are,0,are,0
at,1,at,0.0,at,0.0,at,0.0,at,0,at,0,are,0,at,0,at,0
risk,0,risk,0.0,risk,0.0,risk,0.0,risk,0,risk,0,worried,0,risk,0,risk,0
of,0,of,0.0,of,0.0,of,0.0,of,0,of,0,that,0,of,0,of,0
contracting,0,contracting,0.0,contracting,0.0,contracting,0.0,contracting,0,contracting,0,women,0,contracting,0,contracting,0
Aids,0,Aids,0.0,Aids,0.0,Aids,0.0,Aids,0,Aids,0,turning,0,Aids,0,Aids,0
We,0,We,0.0,We,0.0,We,0.0,We,0,We,0,to,0,We,0,We,0
do,0,do,0.0,do,0.0,do,0.0,do,0,do,0,prostitution,0,do,0,do,0
not,0,not,0.0,not,0.0,not,0.0,not,0,not,0,to,0,not,0,not,0
drink,0,drink,0.0,drink,0.0,drink,0.0,drink,0,drink,0,finance,1,drink,0,drink,0
because,0,because,0.0,because,0.0,because,0.0,because,0,because,0,the,0,because,0,because,0
we,0,we,0.0,we,0.0,we,0.0,we,0,we,0,habit,0,we,0,we,0
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,are,0,are,0,are,0
thirsty,0,thirsty,0.0,thirsty,0.0,thirsty,0.0,thirsty,0,thirsty,0,at,0,thirsty,0,thirsty,0
Globe,0,Globe,0.0,Globe,0.0,Globe,0.0,Globe,0,Globe,0,risk,0,Globe,0,Globe,0
artichokes,0,artichokes,0.0,artichokes,0.0,artichokes,0.0,artichokes,0,artichokes,0,of,0,artichokes,0,artichokes,0
are,0,are,0.0,are,0.0,are,0.0,are,0,are,0,contracting,0,are,0,are,0
sprouting,0,sprouting,0.0,sprouting,0.0,sprouting,0.0,sprouting,0,sprouting,0,Aids,0,sprouting,0,sprouting,0
new,0,new,0.0,new,0.0,new,0.0,new,0,new,0,We,0,new,0,new,0
leaves,0,leaves,0.0,leaves,0.0,leaves,0.0,leaves,0,leaves,0,do,0,leaves,0,leaves,0
and,0,and,0.0,and,0.0,and,0.0,and,0,and,0,not,0,and,0,and,0
may,0,may,0.0,may,0.0,may,0.0,may,0,may,0,drink,0,may,0,may,0
need,0,need,0.0,need,0.0,need,0.0,need,0,need,0,because,0,need,0,need,0
protection,0,protection,0.0,protection,0.0,protection,0.0,protection,0,protection,0,we,0,protection,0,protection,0
from,1,from,0.0,from,0.0,from,0.0,from,0,from,0,are,0,from,0,from,0
frost,0,frost,0.0,frost,0.0,frost,0.0,frost,0,frost,0,thirsty,0,frost,0,frost,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,Globe,0,in,0,in,0
cold,0,cold,0.0,cold,0.0,cold,0.0,cold,0,cold,0,artichokes,0,cold,0,cold,0
areas,0,areas,0.0,areas,0.0,areas,0.0,areas,0,areas,0,are,0,areas,0,areas,0
We,0,We,0.0,We,0.0,We,0.0,We,0,We,0,sprouting,0,We,0,We,0
're,0,'re,0.0,'re,0.0,'re,0.0,'re,0,'re,0,new,0,'re,0,'re,0
trying,0,trying,0.0,trying,0.0,trying,0.0,trying,0,trying,0,leaves,0,trying,0,trying,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,and,0,to,0,to,0
smooth,1,smooth,1.0,smooth,1.0,smooth,0.0,smooth,0,smooth,1,may,0,smooth,1,smooth,1
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,need,0,the,0,the,0
path,1,path,0.0,path,0.0,path,1.0,path,1,path,0,protection,0,path,0,path,0
for,0,for,0.0,for,0.0,for,0.0,for,0,for,0,from,0,for,0,for,0
purchasers,0,purchasers,0.0,purchasers,0.0,purchasers,0.0,purchasers,0,purchasers,0,frost,0,purchasers,0,purchasers,0
and,0,and,0.0,and,0.0,and,0.0,and,0,and,0,in,0,and,0,and,0
streamline,1,streamline,0.0,streamline,0.0,streamline,0.0,streamline,0,streamline,0,cold,0,streamline,0,streamline,1
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,areas,0,the,0,the,0
system,1,system,0.0,system,0.0,system,0.0,system,0,system,0,We,0,system,0,system,0
says,0,says,0.0,says,0.0,says,0.0,says,0,says,0,'re,0,says,0,says,0
Graham,0,Graham,0.0,Graham,0.0,Graham,0.0,Graham,0,Graham,0,trying,0,Graham,0,Graham,0
Harrison,0,Harrison,0.0,Harrison,0.0,Harrison,0.0,Harrison,0,Harrison,0,to,0,Harrison,0,Harrison,0
pointing+out,1,pointing+out,0.0,pointing+out,0.0,pointing+out,0.0,pointing+out,0,pointing+out,0,smooth,1,pointing+out,0,pointing+out,0
that,0,that,0.0,that,0.0,that,0.0,that,0,that,0,the,0,that,0,that,0
live,1,live,0.0,live,0.0,live,0.0,live,0,live,0,path,0,live,0,live,0
telephone,0,telephone,0.0,telephone,0.0,telephone,0.0,telephone,0,telephone,0,for,0,telephone,0,telephone,0
bidding,0,bidding,0.0,bidding,0.0,bidding,0.0,bidding,0,bidding,0,purchasers,0,bidding,0,bidding,0
will,0,will,0.0,will,0.0,will,0.0,will,0,will,0,and,0,will,0,will,0
also,0,also,0.0,also,0.0,also,0.0,also,0,also,0,streamline,1,also,0,also,0
be,0,be,0.0,be,0.0,be,0.0,be,0,be,0,the,0,be,0,be,0
available,0,available,0.0,available,0.0,available,0.0,available,0,available,0,system,0,available,0,available,0
for,0,for,0.0,for,0.0,for,0.0,for,0,for,0,says,0,for,0,for,0
those,1,those,0.0,those,0.0,those,0.0,those,0,those,0,Graham,0,those,0,those,0
unable,0,unable,0.0,unable,0.0,unable,0.0,unable,0,unable,0,Harrison,0,unable,0,unable,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,pointing+out,0,to,0,to,0
attend,0,attend,0.0,attend,0.0,attend,0.0,attend,0,attend,0,that,0,attend,0,attend,0
Although,0,Although,0.0,Although,0.0,Although,0.0,Although,0,Although,0,live,0,Although,0,Although,0
collective,0,collective,0.0,collective,0.0,collective,0.0,collective,0,collective,0,telephone,0,collective,0,collective,0
property,0,property,0.0,property,0.0,property,0.0,property,0,property,0,bidding,0,property,0,property,0
auctions,0,auctions,0.0,auctions,0.0,auctions,0.0,auctions,0,auctions,0,will,0,auctions,0,auctions,0
take,1,take,0.0,take,0.0,take,0.0,take,0,take,0,also,0,take,0,take,0
place,1,place,0.0,place,0.0,place,0.0,place,0,place,0,be,0,place,0,place,0
regularly,0,regularly,0.0,regularly,0.0,regularly,0.0,regularly,0,regularly,0,available,0,regularly,0,regularly,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,for,0,in,0,in,0
London,0,London,0.0,London,0.0,London,0.0,London,0,London,0,those,0,London,0,London,0
often,0,often,0.0,often,0.0,often,0.0,often,0,often,0,unable,0,often,0,often,0
primarily,0,primarily,0.0,primarily,0.0,primarily,0.0,primarily,0,primarily,0,to,0,primarily,0,primarily,0
for,0,for,0.0,for,0.0,for,0.0,for,0,for,0,attend,0,for,0,for,0
investors,0,investors,0.0,investors,0.0,investors,0.0,investors,0,investors,0,Although,0,investors,0,investors,0
rather+than,0,rather+than,0.0,rather+than,0.0,rather+than,0.0,rather+than,0,rather+than,0,collective,0,rather+than,0,rather+than,0
house-hunters,1,house-hunters,0.0,house-hunters,0.0,house-hunters,0.0,house-hunters,0,house-hunters,0,property,0,house-hunters,0,house-hunters,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,auctions,0,in,0,in,0
country,0,country,0.0,country,0.0,country,0.0,country,0,country,0,take,0,country,0,country,0
areas,0,areas,0.0,areas,0.0,areas,0.0,areas,0,areas,0,place,0,areas,0,areas,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,regularly,0,the,0,the,0
more,0,more,0.0,more,0.0,more,0.0,more,0,more,0,in,0,more,0,more,0
typical,0,typical,0.0,typical,0.0,typical,0.0,typical,0,typical,0,London,0,typical,0,typical,0
auction,0,auction,0.0,auction,0.0,auction,0.0,auction,0,auction,0,often,0,auction,0,auction,0
will,0,will,0.0,will,0.0,will,0.0,will,0,will,0,primarily,0,will,0,will,0
be,0,be,0.0,be,0.0,be,0.0,be,0,be,0,for,0,be,0,be,0
just,0,just,0.0,just,0.0,just,0.0,just,0,just,0,investors,0,just,0,just,0
for,0,for,0.0,for,0.0,for,0.0,for,0,for,0,rather+than,0,for,0,for,0
one,0,one,0.0,one,0.0,one,0.0,one,0,one,0,house-hunters,0,one,0,one,0
house,0,house,0.0,house,0.0,house,0.0,house,0,house,0,in,0,house,0,house,0
and,0,and,0.0,and,0.0,and,0.0,and,0,and,0,country,0,and,0,and,0
as,0,as,0.0,as,0.0,as,0.0,as,0,as,0,areas,0,as,0,as,0
likely,0,likely,0.0,likely,0.0,likely,0.0,likely,0,likely,0,the,0,likely,0,likely,0
as,0,as,0.0,as,0.0,as,0.0,as,0,as,0,more,0,as,0,as,0
not,0,not,0.0,not,0.0,not,0.0,not,0,not,0,typical,0,not,0,not,0
will,0,will,0.0,will,0.0,will,0.0,will,0,will,0,auction,0,will,0,will,0
take,1,take,0.0,take,0.0,take,0.0,take,0,take,0,will,0,take,0,take,0
place,1,place,0.0,place,0.0,place,0.0,place,0,place,0,be,0,place,0,place,0
in,0,in,0.0,in,0.0,in,0.0,in,0,in,0,just,0,in,0,in,0
a,0,a,0.0,a,0.0,a,0.0,a,0,a,0,for,0,a,0,a,0
nearby,0,nearby,0.0,nearby,0.0,nearby,0.0,nearby,0,nearby,0,one,0,nearby,0,nearby,0
pub,0,pub,0.0,pub,0.0,pub,0.0,pub,0,pub,0,house,0,pub,0,pub,0
or,0,or,0.0,or,0.0,or,0.0,or,0,or,0,and,0,or,0,or,0
village,0,village,0.0,village,0.0,village,0.0,village,0,village,0,as,0,village,0,village,0
hall,0,hall,0.0,hall,0.0,hall,0.0,hall,0,hall,0,likely,0,hall,0,hall,0
And,0,And,0.0,And,0.0,And,0.0,And,0,And,0,as,0,And,0,And,0
although,0,although,0.0,although,0.0,although,0.0,although,0,although,0,not,0,although,0,although,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,will,0,the,0,the,0
supertram,0,supertram,0.0,supertram,0.0,supertram,0.0,supertram,0,supertram,0,take,0,supertram,0,supertram,0
concept,0,concept,0.0,concept,0.0,concept,0.0,concept,0,concept,0,place,0,concept,0,concept,0
will,0,will,0.0,will,0.0,will,0.0,will,0,will,0,in,0,will,0,will,0
spread,1,spread,0.0,spread,0.0,spread,0.0,spread,0,spread,0,a,0,spread,0,spread,0
through,0,through,0.0,through,0.0,through,0.0,through,0,through,0,nearby,0,through,0,through,0
major,0,major,0.0,major,0.0,major,0.0,major,0,major,0,pub,0,major,0,major,0
cities,0,cities,0.0,cities,0.0,cities,0.0,cities,0,cities,0,or,0,cities,0,cities,0
during,0,during,0.0,during,0.0,during,0.0,during,0,during,0,village,0,during,0,during,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,hall,0,the,0,the,0
next,1,next,0.0,next,0.0,next,0.0,next,0,next,0,And,0,next,0,next,0
decade,0,decade,0.0,decade,0.0,decade,0.0,decade,0,decade,0,although,0,decade,0,decade,0
Blackpool,0,Blackpool,0.0,Blackpool,0.0,Blackpool,0.0,Blackpool,0,Blackpool,0,the,0,Blackpool,0,Blackpool,0
will,0,will,0.0,will,0.0,will,0.0,will,0,will,0,supertram,0,will,0,will,0
still,0,still,0.0,still,0.0,still,0.0,still,0,still,0,concept,0,still,0,still,0
be,0,be,0.0,be,0.0,be,0.0,be,0,be,0,will,0,be,0,be,0
alone,0,alone,0.0,alone,0.0,alone,0.0,alone,0,alone,0,spread,1,alone,0,alone,0
in,1,in,0.0,in,0.0,in,0.0,in,0,in,0,through,0,in,0,in,0
its,0,its,0.0,its,0.0,its,0.0,its,0,its,0,major,0,its,0,its,0
use,1,use,0.0,use,0.0,use,0.0,use,0,use,0,cities,0,use,0,use,0
of,0,of,0.0,of,0.0,of,0.0,of,0,of,0,during,0,of,0,of,0
traditional,0,traditional,0.0,traditional,0.0,traditional,0.0,traditional,0,traditional,0,the,0,traditional,0,traditional,0
double-deckers,0,double-deckers,0.0,double-deckers,0.0,double-deckers,0.0,double-deckers,0,double-deckers,0,next,0,double-deckers,0,double-deckers,0
Armstrong,0,Armstrong,0.0,Armstrong,0.0,Armstrong,0.0,Armstrong,0,Armstrong,0,decade,0,Armstrong,0,Armstrong,0
seems,0,seems,0.0,seems,0.0,seems,0.0,seems,0,seems,0,Blackpool,0,seems,0,seems,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,will,0,the,0,the,0
least,0,least,0.0,least,0.0,least,0.0,least,0,least,0,still,0,least,0,least,0
permanently,0,permanently,0.0,permanently,0.0,permanently,0.0,permanently,0,permanently,0,be,0,permanently,0,permanently,0
damaged,1,damaged,0.0,damaged,0.0,damaged,0.0,damaged,0,damaged,0,alone,0,damaged,0,damaged,1
on,1,on,0.0,on,0.0,on,0.0,on,0,on,0,in,0,on,0,on,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,its,0,the,0,the,0
surface,1,surface,0.0,surface,0.0,surface,0.0,surface,0,surface,0,use,0,surface,0,surface,0
Under,1,Under,0.0,Under,0.0,Under,0.0,Under,0,Under,0,of,0,Under,0,Under,0
strain,1,strain,0.0,strain,0.0,strain,0.0,strain,0,strain,0,traditional,0,strain,0,strain,1
for,0,for,0.0,for,0.0,for,0.0,for,0,for,0,double-deckers,0,for,0,for,0
a,0,a,0.0,a,0.0,a,0.0,a,0,a,0,Armstrong,0,a,0,a,0
start,1,start,0.0,start,0.0,start,0.0,start,0,start,0,seems,0,start,0,start,0
because,0,because,0.0,because,0.0,because,0.0,because,0,because,0,the,0,because,0,because,0
it,0,it,0.0,it,0.0,it,0.0,it,0,it,0,least,0,it,0,it,0
was,0,was,0.0,was,0.0,was,0.0,was,0,was,0,permanently,0,was,0,was,0
technically,0,technically,0.0,technically,0.0,technically,0.0,technically,0,technically,0,damaged,1,technically,0,technically,0
ill-equipped,1,ill-equipped,0.0,ill-equipped,0.0,ill-equipped,0.0,ill-equipped,0,ill-equipped,0,on,0,ill-equipped,0,ill-equipped,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,the,0,to,0,to,0
avert,1,avert,0.0,avert,0.0,avert,0.0,avert,0,avert,0,surface,1,avert,0,avert,0
disaster,0,disaster,0.0,disaster,0.0,disaster,0.0,disaster,0,disaster,0,Under,0,disaster,0,disaster,0
or,0,or,0.0,or,0.0,or,0.0,or,0,or,0,strain,1,or,0,or,0
to,0,to,0.0,to,0.0,to,0.0,to,0,to,0,for,0,to,0,to,0
cope,1,cope,0.0,cope,0.0,cope,0.0,cope,0,cope,0,a,0,cope,0,cope,0
with,1,with,0.0,with,0.0,with,0.0,with,0,with,0,start,0,with,0,with,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,because,0,the,0,the,0
consequences,0,consequences,0.0,consequences,0.0,consequences,0.0,consequences,0,consequences,0,it,0,consequences,0,consequences,0
when,0,when,0.0,when,0.0,when,0.0,when,0,when,0,was,0,when,0,when,0
disaster,0,disaster,0.0,disaster,0.0,disaster,0.0,disaster,0,disaster,0,technically,0,disaster,0,disaster,0
struck,1,struck,0.0,struck,0.0,struck,0.0,struck,0,struck,0,ill-equipped,0,struck,0,struck,0
under,1,under,0.0,under,0.0,under,0.0,under,0,under,0,to,0,under,0,under,0
strain,1,strain,0.0,strain,0.0,strain,0.0,strain,0,strain,0,avert,0,strain,0,strain,1
from,1,from,0.0,from,0.0,from,0.0,from,0,from,0,disaster,0,from,0,from,0
commercial,0,commercial,0.0,commercial,0.0,commercial,0.0,commercial,0,commercial,0,or,0,commercial,0,commercial,0
pressures,1,pressures,0.0,pressures,0.0,pressures,0.0,pressures,0,pressures,0,to,0,pressures,0,pressures,0
which,0,which,0.0,which,0.0,which,0.0,which,0,which,0,cope,0,which,0,which,0
as,0,as,0.0,as,0.0,as,0.0,as,0,as,0,with,0,as,0,as,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,the,0,the,0,the,0
inquiry,0,inquiry,0.0,inquiry,0.0,inquiry,0.0,inquiry,0,inquiry,0,consequences,0,inquiry,0,inquiry,0
puts,1,puts,0.0,puts,0.0,puts,0.0,puts,0,puts,0,when,0,puts,0,puts,0
it,0,it,0.0,it,0.0,it,0.0,it,0,it,0,disaster,0,it,0,it,0
compromised,1,compromised,0.0,compromised,0.0,compromised,0.0,compromised,0,compromised,0,struck,0,compromised,0,compromised,0
safety,0,safety,0.0,safety,0.0,safety,0.0,safety,0,safety,0,under,0,safety,0,safety,0
under,1,under,0.0,under,0.0,under,0.0,under,0,under,0,strain,1,under,0,under,0
strain,1,strain,0.0,strain,0.0,strain,0.0,strain,0,strain,0,from,0,strain,0,strain,1
above,1,above,0.0,above,0.0,above,0.0,above,0,above,0,commercial,0,above,0,above,0
all,0,all,0.0,all,0.0,all,0.0,all,0,all,0,pressures,0,all,0,all,0
because,0,because,0.0,because,0.0,because,0.0,because,0,because,0,which,0,because,0,because,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,as,0,the,0,the,0
people,0,people,0.0,people,0.0,people,0.0,people,0,people,0,the,0,people,0,people,0
on,0,on,0.0,on,0.0,on,0.0,on,0,on,0,inquiry,0,on,0,on,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,puts,0,the,0,the,0
spot,0,spot,0.0,spot,0.0,spot,0.0,spot,0,spot,0,it,0,spot,0,spot,0
could,0,could,0.0,could,0.0,could,0.0,could,0,could,0,compromised,0,could,0,could,0
n't,0,n't,0.0,n't,0.0,n't,0.0,n't,0,n't,0,safety,0,n't,0,n't,0
or,0,or,0.0,or,0.0,or,0.0,or,0,or,0,under,0,or,0,or,0
would,0,would,0.0,would,0.0,would,0.0,would,0,would,0,strain,1,would,0,would,0
n't,0,n't,0.0,n't,0.0,n't,0.0,n't,0,n't,0,above,0,n't,0,n't,0
cope,0,cope,0.0,cope,0.0,cope,0.0,cope,0,cope,0,all,0,cope,0,cope,0
were,0,were,0.0,were,0.0,were,0.0,were,0,were,0,because,0,were,0,were,0
weary,0,weary,0.0,weary,0.0,weary,0.0,weary,0,weary,0,the,0,weary,0,weary,0
from,1,from,0.0,from,0.0,from,0.0,from,0,from,0,people,0,from,0,from,0
gruesome,0,gruesome,0.0,gruesome,0.0,gruesome,0.0,gruesome,0,gruesome,0,on,0,gruesome,0,gruesome,1
working,0,working,0.0,working,0.0,working,0.0,working,0,working,0,the,0,working,0,working,0
hours,0,hours,0.0,hours,0.0,hours,0.0,hours,0,hours,0,spot,0,hours,0,hours,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,could,0,the,0,the,0
senior,1,senior,0.0,senior,0.0,senior,0.0,senior,0,senior,0,n't,0,senior,0,senior,0
signal,0,signal,0.0,signal,0.0,signal,0.0,signal,0,signal,0,or,0,signal,0,signal,0
technician,0,technician,0.0,technician,0.0,technician,0.0,technician,0,technician,0,would,0,technician,0,technician,0
who,0,who,0.0,who,0.0,who,0.0,who,0,who,0,n't,0,who,0,who,0
heads,1,heads,0.0,heads,0.0,heads,0.0,heads,0,heads,0,cope,0,heads,0,heads,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,were,0,the,0,the,0
list,0,list,0.0,list,0.0,list,0.0,list,0,list,0,weary,0,list,0,list,0
of,0,of,0.0,of,0.0,of,0.0,of,0,of,0,from,0,of,0,of,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,gruesome,0,the,0,the,0
culpable,0,culpable,0.0,culpable,0.0,culpable,0.0,culpable,0,culpable,0,working,0,culpable,0,culpable,0
had,0,had,0.0,had,0.0,had,0.0,had,0,had,0,hours,0,had,0,had,0
had,1,had,0.0,had,0.0,had,0.0,had,0,had,0,the,0,had,0,had,0
only,0,only,0.0,only,0.0,only,0.0,only,0,only,0,senior,0,only,0,only,0
one,0,one,0.0,one,0.0,one,0.0,one,0,one,0,signal,0,one,0,one,0
day,0,day,0.0,day,0.0,day,0.0,day,0,day,0,technician,0,day,0,day,0
off,1,off,0.0,off,0.0,off,0.0,off,0,off,0,who,0,off,0,off,0
in,1,in,0.0,in,0.0,in,0.0,in,0,in,0,heads,1,in,0,in,0
the,0,the,0.0,the,0.0,the,0.0,the,0,the,0,the,0,the,0,the,0
past,0,past,0.0,past,0.0,past,0.0,past,0,past,0,list,0,past,0,past,0
13,0,13,0.0,13,0.0,13,0.0,13,0,13,0,of,0,13,0,13,0
weeks,0,weeks,0.0,weeks,0.0,weeks,0.0,weeks,0,weeks,0,the,0,weeks,0,weeks,0
lacked,0,lacked,0.0,lacked,0.0,lacked,0.0,lacked,0,lacked,0,culpable,0,lacked,0,lacked,0
adequate,0,adequate,0.0,adequate,0.0,adequate,0.0,adequate,0,adequate,0,had,0,adequate,0,adequate,0
training,1,training,0.0,training,0.0,training,0.0,training,0,training,0,had,0,training,0,training,0
or,0,or,0.0,or,0.0,or,0.0,or,0,or,0,only,0,or,0,or,0
simply,0,simply,0.0,simply,0.0,simply,0.0,simply,0,simply,0,one,0,simply,0,simply,0
could,0,could,0.0,could,0.0,could,0.0,could,0,could,0,day,0,could,0,could,0
