word,DELMET,wordcat,word_1,label_1
are,0,V,Goodson,0
the,0,AT,However,0
Women,0,N,suggested,0
Institutes,0,N,perhaps,0
Very,0,AV,need,0
kind,0,AJ,look,0
but,0,CJ,system,0
international,0,AJ,closely,0
players,0,N,SEEMS,1
are,0,V,Roland,0
supposed,0,AJ,Franklin,0
to,0,TO,latest,0
be,0,V,unbundler,1
habitually,0,AV,appear,0
influential,0,AJ,UK,0
and,0,CJ,made,0
it,0,PN,fatal,0
was,0,V,error,0
Hazard,0,N,preparation,0
who,0,PN,£697m,0
in,1,PR,break-up,1
the,0,AT,bid,0
second,0,OR,stationery,0
half,0,N,packaging,0
with,1,PR,group,0
a,0,AT,DRG,0
few,0,DT,point,0
incisive,0,AJ,core,0
passes,0,N,business,0
gifts,1,N,unfair,0
from,1,PR,add,0
the,0,AT,part-time,0
heavens,1,N,education,0
on,1,PR,training,0
a,0,AT,statistics,0
day,0,N,figures,0
like,0,PR,improve,0
this,1,DT,relative,0
left,1,V,position,0
a,0,AT,years,0
greater,1,AJ,Thomson,0
mark,1,N,lived,0
In,1,PR,New,0
a,0,AT,York,0
statement,0,N,apartment,0
afterwards,0,AV,Chelsea,0
Dr,0,N,Hotel,0
Runcie,0,N,imply,0
stressed,1,V,political,0
that,0,CJ,supremacy,0
he,0,PN,suggest,0
was,0,V,Pope,0
not,0,XX,administer,0
proposing,0,V,affairs,0
any,0,DT,Church,0
change,0,N,England,0
in,1,PR,reacted,0
the,0,AT,water,0
British,0,AJ,plant,0
constitution,1,N,operator,0
By,0,PR,burned,0
NICHOLAS,0,N,cloud,0
ROE,0,N,acid,0
Runner+beans,0,N + N,gas,0
and,0,CJ,Westerns,0
French,0,AJ,no+longer,0
beans,0,N,cheap,0
have,0,V,option,0
now,0,AV,reminded,0
given+up,1,V + AV,things,0
completely,0,AV,Iznik,0
and,0,CJ,pottery,0
can,0,V,Turkey,0
be,0,V,dating,0
cleared,0,V,fifteenth,0
off,0,PR,sixteenth,0
vegetable,0,N,century,0
plots,0,N,explodes,0
The,0,AT,colour,0
irony,0,N,sophisticated,0
is,0,V,white,0
that,0,CJ,grounds,0
had,0,V,Iznik,0
the,0,AT,sought,0
tower,0,N,Turkish,0
been,0,V,yuppies,0
higher,0,AJ,prices,0
and,0,CJ,run,0
had,0,V,"£2,000",0
the,0,AT,"£15,000",0
teak,0,N,French,0
scrubbers,0,N,Spanish,0
been,0,V,Italians,0
less,0,AV,word,0
efficient,0,AJ,summer,0
the,0,AT,sprawl,1
smoke,0,N,oppressive,0
would,0,V,stage,0
have,0,V,year,0
gone,1,V,trigger,0
straight,0,AV,fingers,0
up,0,AV,itching,0
into,0,PR,snip+back,0
the,0,AT,overgrown,0
air,0,N,mallows,0
At,1,PR,clear+out,0
a,0,AT,mildewing,0
press+conference,0,N + N,foliage,0
to,0,TO,golden,0
mark,1,V,rod,0
his,0,DP,reduce,0
election,0,N,overpowering,0
victory,0,N,bulk,0
a,0,AT,bullyboy,0
year,0,N,ground,0
ago,0,AV,cover,0
Mr,0,N,Privacy,0
Bush,0,N,important,0
threatened,0,V,consideration,0
to,0,TO,doubt,0
veto,0,V,others,0
the,0,AT,added,0
budget,0,N,failure,0
unless,0,CJ,imagination,0
it,0,PN,use,0
contained,1,V,royal,0
real,0,AJ,visit,0
cuts,1,N,creatively,0
Now,0,AV,failure,0
that,1,DT,nerve,0
would,0,V,Hong,0
be,0,V,Kong,0
a,0,AT,legislators,0
great,1,AJ,consistently,0
leap,1,N,dare,0
forward,1,AV,speak+out,0
In,1,PR,Mr,0
1949,0,CR,Martin,0
Amaldi,0,N,Lee,0
wrote,0,V,Mr,0
to,1,PR,Szeto,0
the,0,AT,Wah,0
Italian,0,AJ,threatened,0
prime,0,AJ,expulsion,0
minister,0,N,committee,0
asking,0,V,drafting,0
for,1,PR,China,0
permission,0,N,post-1997,0
to,0,TO,Basic,0
produce,0,V,Law,0
and,0,CJ,Leinster,0
sell,0,V,face,0
sealing+wax,0,V + N,uphill,1
for,1,PR,task,0
letters,0,N,muttering,0
so+that,0,CJ,busy,0
we,0,PN,get,0
may,0,V,involved,0
raise,1,V,sort,0
needed,0,V,thing,0
funds,0,N,OVERNIGHT,0
for,1,PR,FILE,0
our,0,DP,mile,0
physics,0,N,shepherd,0
lab,0,N,hut,0
Such,0,DT,hillsides,0
agreements,0,N,ceased,0
can,0,V,upward,0
range,1,V,rolling,0
from,1,PR,curved,0
the,0,AT,together,0
issue,0,N,form,0
of,1,PR,dead-end,0
borders,1,N,valley,0
to,1,PR,broad-breasted,0
the,0,AT,slopes,0
issue,0,N,miles,0
of,1,PR,nearest,0
free,1,AJ,tarmac,0
wave-lengths,0,N,road,0
for,1,PR,hidden,0
our,0,DP,deep,0
future,0,AJ,folds,0
television,0,N,moors,0
and,0,CJ,better,0
radio,0,N,looking,0
networks,1,N,TV,0
By,0,PR,Given,1
Daniel,0,N,already,0
John,0,N,appalling,0
His,0,DP,growing,1
wife,0,N,rate,0
was,0,V,homelessness,0
telling,0,V,lack,0
him,0,PN,hostel,1
to,0,TO,facilities,0
saddle+up,0,V + AV,London,0
and,0,CJ,people,0
steal,0,V,will,0
a,0,AT,have,0
fresh,1,AJ,endure,0
batch,0,N,freezing,1
of,0,PR,nights,0
cattle,0,N,coming,0
from,0,PR,winter,0
his,0,DP,streets,0
neighbour,0,N,perhaps,0
herds,0,N,permanent,0
Group,0,N,homelessness,0
4,0,CR,terrible,0
Remand,0,N,see,0
Services,0,N,situation,0
Ltd,0,AJ,exploited,0
the,0,AT,joke,0
security,0,N,advertisement,0
firm,0,N,thing,0
selected,1,V,evenings,0
by,0,PR,drawing+in,0
the,0,AT,During,0
Home+Office,0,N + N,journey,0
to,0,TO,East,0
manage,1,V,German,0
The,0,AT,officials,0
Wolds,0,N,enter,0
in,1,PR,train,0
a,0,AT,collect,0
£5,0,N,East,0
million-a-year,0,AJ,German,0
contract,0,N,passports,0
likes,1,V,Provided,0
to,0,TO,behaviour,0
think,1,V,sportsmanlike,0
of,0,PR,safe,0
its,0,DP,oarsmen,0
prisoners,2,N,found,0
as,0,PR,encouragement,0
customers,0,N,humour,0
Tory,0,AJ,President,0
ministers,0,N,always,0
like,0,PR,among,0
Michael,0,N,Plough,0
Heseltine,0,N,Kenton,0
who,0,PN,Kenton,0
visited,0,V,Rd,0
Meadowell,0,N,Harrow,0
last,0,OR,907,0
November,0,N,2498,0
say,0,V,9pm,0
the,0,AT,£3.50,0
cash,0,N,Losing,0
shortages,0,N,thing,0
are,0,V,lose,0
due+to,0,PR,spinelessly,1
council,0,N,Welsh,0
profligacy,0,N,XV,0
and,0,CJ,Bridgend,0
bad,0,AJ,Saturday,0
management,0,N,add,0
Under,1,PR,insult,0
pressure,1,N,severely,0
from,1,PR,injured,1
Satra,0,N,pride,0
Kirov,0,N,Others,0
told,1,V,well+informed,0
singers,0,N,hero,0
to,0,TO,Francis,0
choose,0,V,Mayne,0
between,1,PR,suffering,0
the,0,AT,adolescent,0
companies,0,N,emotional,0
But,0,CJ,confusion,0
her,0,DP,acute,0
desire,0,N,self-consciousness,0
to,0,TO,So,0
provide,0,V,of+course,0
a,0,AT,alcohol,0
period,0,N,itself,0
of,0,PR,From,0
stability,1,N,MARC,0
for,0,PR,CHAMPION,0
nearly,0,AV,Washington,0
one,0,CR,So,0
million,0,CR,should,0
people,0,N,list,0
employed,1,V,necessities,0
by,0,PR,securely,0
the,0,AT,written+down,0
NHS,0,N,ask,0
is,0,V,second,0
coupled,1,V,question,0
with,1,PR,How,0
a,0,AT,want,0
fierce,0,AJ,garden,0
determination,0,N,feel,0
to,0,TO,Pub,0
maintain,1,V,landlords,0
the,0,AT,usually,0
momentum,1,N,happy,0
of,0,PR,provide,0
reform,0,N,free,0
with,1,PR,accommodation,0
the,0,AT,Other,0
overwhelming,0,AJ,British,0
majority,0,N,towns,0
of,0,PR,Croydon,0
hospitals,0,N,Southampton,0
becoming,0,V,among,0
self-governing,0,AJ,considering,0
trusts,0,N,modern,0
by,1,PR,tramways,0
the,0,AT,There,0
mid-1990s,0,CR,three,0
As+well+as,0,PR,key,0
fighting,1,V,causes,0
for,0,PR,shambles,0
more,0,DT,Mr,0
money,0,N,Kenneth,0
her,0,DP,Clarke,0
task,0,N,failure,0
was,0,V,separate,0
to,0,TO,emergency,0
ensure,0,V,non-emergency,0
that,0,CJ,work,0
every,0,AT,Whitley,0
last,0,OR,Council,0
pound,0,N,negotiating,0
was,0,V,machinery,0
spent,0,V,Health,0
as,0,AV,Secretary,0
effectively,0,AV,accused,0
as,0,CJ,unions,0
it,0,PN,posturing,0
could,0,V,pretending,0
be,0,V,run,0
Letter,0,N,999,0
Policy,0,N,service,0
and,0,CJ,yesterday,0
politics,0,N,George,0
at,1,PR,Graham,0
the,0,AT,amused,0
Labour+Party,0,AJ + N,He,0
Conference,0,N,awarded,0
A,0,AT,honorary,0
letter,0,N,degrees,0
dropped,0,V,Algiers,0
through,1,PR,Glasgow,0
the,0,AT,Oxford,0
post,0,N,Its,0
from,0,PR,two,0
the,0,AT,main,0
President,0,N,slogans,0
of,0,PR,repeated,0
the,0,AT,countless,1
Socialist,0,AJ,times,0
Republic,0,N,directives,0
of,0,PR,issued,0
Montenegro,0,N,underground,0
inviting,0,V,leadership,0
me,0,PN,freedom,0
to,0,PR,independence,0
the,0,AT,Harsh,0
funeral,0,N,measures,0
said,0,V,putting,0
John,0,N,entire,0
Kennedy,0,N,community,0
a,0,AT,absolute,0
Conservative+Party,0,AJ + N,curfew,0
member,1,N,continuous,0
who,0,PN,lengthy,0
lives,0,V,period,0
in,0,PR,time,0
Barking,0,N,demolishing,0
and,0,CJ,homes,0
is,0,V,uprooting,0
a,0,AT,olive,0
distant,1,AJ,citrus,0
relative,0,N,trees,0
of,0,PR,physical,0
Nicholas,0,N,intimidation,0
Another,0,DT,terror,1
response,1,N,tactics,0
to,1,PR,employed,0
a,0,AT,raiding,0
visual,0,AJ,army,0
stimulus,0,N,units,0
was,0,V,shooting,0
Thomson,0,N,killing,0
series,0,N,cutting+off,0
of,0,PR,water+supplies,0
musical,0,AJ,electricity,0
portraits,2,N,telephone,0
of,0,PR,links,0
people,0,N,villages,0
such+as,0,PR,towns,0
Picasso,0,N,mass,0
and,0,CJ,arrests,0
Aaron,0,N,intimidatory,0
Copland,0,N,interrogation,0
But,0,CJ,techniques,0
the,0,AT,create,0
villages,0,N,temporary,0
are,0,V,lull,0
dying,1,V,activate,0
becoming,0,V,eruption,0
suburbs,0,N,offices,0
or,0,CJ,R,0
dormitories,2,N,B.,0
where,0,AV,Lettings,0
few,0,DT,sale,0
people,0,N,Not,0
work,0,V,sign,0
but,0,CJ,spring,0
many,0,DT,yet,0
sleep,0,V,penetrated,1
It,0,PN,secret,0
takes,1,V,valley,0
all,0,DT,another,0
sorts,0,N,month,0
The,0,AT,put,0
phrase,0,N,right,0
universal,0,AJ,matter,0
primacy,0,N,consequence,1
has,1,V,capital,0
a,0,AT,inhabitants,0
spiritual,0,AJ,erected,0
meaning,0,N,court,0
In,0,PR,furnished,0
Liverpool,0,N,palace,0
a,0,AT,FISA,0
dockers,0,N,unimportant,0
spokesman,0,N,organised,0
with,1,PR,championships,0
the,0,AT,participated,0
Transport,0,N,running,0
and,0,CJ,regattas,0
General,0,AJ,gift,1
Workers,0,N,sport,0
Union,0,N,anxious,0
admitted,1,V,abuse,1
Drivers,0,N,status,0
are,0,V,President,0
n't,0,XX,went,0
happy,0,AJ,event,0
handling,0,N,invited,0
some,0,DT,village,0
of,0,PR,institution,1
these,1,DT,make,0
commodities,0,N,people,0
but,0,CJ,happier,0
at+least,0,AV,Employment,0
a,0,AT,agriculture,0
lorry-driver,0,N,industry,0
has,1,V,fell,0
more,0,DT,million,0
idea,0,N,mid-Sixties,0
of,0,PR,under,0
what,0,DT,now,0
he,0,PN,teams,0
is,0,V,won,0
handling,0,V,taken,0
than,0,CJ,League,0
a,0,AT,leadership,0
docker,0,N,Dr,0
who,0,PN,Runcie,0
could,0,V,ideas,0
have,0,V,primacy,0
a,0,AT,recognising,0
consignment,0,N,Pope,0
and,0,CJ,figure,0
just,0,AV,exercise,0
not,0,XX,primacy,0
know,0,V,sake,1
what,0,DT,unity,0
it,0,PN,mission,0
is,0,V,Stack,0
Dr,0,N,emissions,0
Slevin,0,N,PCBs,0
agreed,0,V,below,0
that,0,CJ,standard,0
this,1,DT,breathing,0
is,0,V,air,0
often,0,AV,times,0
beneficial,0,AJ,lower,0
but,0,CJ,British,0
is,0,V,equivalent,0
concerned,0,AJ,sales,0
about,1,PR,combine,0
other,0,AJ,items,0
aspects,0,N,charm,0
of,0,PR,accessible,0
such,0,DT,prices,0
therapies,0,N,rare,0
By,0,PR,treasures,0
STEPHEN,0,N,aimed,0
GOLD,0,N,collectors,0
If,0,CJ,thirst,0
Dedham,0,N,door,0
Hall,0,N,restaurant,0
is,0,V,called,0
fully,0,AV,House,0
booked,0,V,Scott,0
and,0,CJ,venture,0
it,0,PN,field,0
may,0,V,design,0
well,0,AV,Battersea,0
be,0,V,wheeled+in,0
try,0,V,famous,0
the,0,AT,knighted,0
best,0,AJ,architect,0
bed-and-breakfast,0,N,London,0
we,0,PN,Power,0
have,0,V,Company,0
ever,0,AV,make,0
found,0,V,acceptable,0
just,0,AV,coal-fired,0
a,0,AT,monster,1
few,0,DT,power+station,0
miles,0,N,residents,0
away,0,AV,Chelsea,0
at,0,PR,Westminster,0
the,0,AT,taking,0
Old,0,AJ,exception,0
Vicarage,0,N,Chinese,0
Higham,0,N,press,0
near,0,PR,statements,0
Colchester,0,N,asserting,0
The,0,AT,Hong,0
loveliest,0,AJ,Kong,0
to,1,PR,business,0
my,0,DP,China,0
mind,0,N,Britain,0
is,0,V,discussed,0
Melford,0,N,formally,0
Hall,0,N,informally,0
whose,0,DT,international,0
charming,0,AJ,forum,0
octagonal,0,AJ,Mrs,0
Jacobean,0,AJ,Bujok,0
gatehouse,0,N,argued,0
is,0,V,Act,0
reached,0,V,designed,0
along,0,PR,secure,0
an,0,AT,interests,0
avenue,0,N,community,0
of,0,PR,large,0
clipped,0,AJ,statutory,0
yew,0,N,nuisances,0
trees,0,N,exist,0
and,0,CJ,finds+out,0
with,0,PR,needs,0
its,0,DP,business,0
high,0,AJ,prescribes,0
windows,0,N,cure,1
flooding,1,V,Crucial,0
the,0,AT,development,0
octagon,0,N,process,0
with,1,PR,relationship,0
light,0,N,built+up,0
is,0,V,analyst,0
my,0,DP,user,0
fantasy,0,N,naturalise,0
of,0,PR,legitimise,0
the,0,AT,evolving,0
ideal,0,AJ,skeletal,1
study,0,N,form,0
And,0,CJ,Palestinian,0
they,0,PN,independence,0
told,0,V,Howard,0
it,0,PN,Keizner,0
without,1,PR,Landlords,0
on-screen,0,AJ,complications,0
questioning,0,N,letting,0
though,0,CJ,management,0
the,0,AT,theory,0
programme,0,N,internal,0
is,0,V,air+pocket,0
skilfully,0,AV,bounce,0
structured,0,V,back,0
to,0,TO,dolphin,0
give,1,V,sonar,0
it,0,PN,signal,0
a,0,AT,direction,0
coherence,0,N,approach,0
it,0,PN,taken,0
might,0,V,rule,1
have,0,V,seriously,0
lacked,0,V,would,0
From,1,PR,found+out,0
the,0,AT,DRG,0
resulting,0,AJ,has,0
corner,0,N,modest,0
Rhodes,0,N,self-service,1
made,1,V,canteen,0
another,0,DT,Bristol,0
fine,1,AJ,head,0
save,0,N,office,0
hurtling,0,V,Labour,0
to,0,PR,law,0
his,0,DP,will,0
right,0,N,reflect,0
to,0,TO,balance,1
deflect,0,V,power,0
away,0,AV,society,0
Dixon,0,N,fully+fledged,0
rising,1,AJ,labour,0
shot,1,N,court,0
We,0,PN,system,0
trained,0,V,will,0
on,0,PR,remove,0
an,0,AT,class,0
artificial,0,AJ,fundamental,0
pitch,0,N,employer-employee,0
for,0,PR,differences,0
two,0,CR,eyrie,1
days,0,N,buzzard,0
this,1,DT,would,0
week,0,N,make,0
and,0,CJ,forays,1
we,0,PN,round,0
should,0,V,US,0
have,0,V,abroad,0
done,0,V,in+spite+of,0
a+lot,0,AV,advanced,0
better,0,AV,age,0
The,0,AT,necessary,0
user,0,N,smash,1
tells,0,V,decrepit,0
the,0,AT,effete,0
analyst,0,N,constitution,0
what,0,DT,allows,0
the,0,AT,minority,0
problems,0,N,capture,1
are,0,V,power,0
and,0,CJ,use,0
the,0,AT,ruthlessly,0
analyst,0,N,interests,0
decides,0,V,privileged,0
at+least,0,AV,few,0
in,1,PR,simple,0
broad,1,AJ,answer,0
terms,0,N,is,0
what,0,DT,Chelsea,0
the,0,AT,are,0
user,0,N,FALSE,1
requires,0,V,position,0
Second,0,OR,Arsenal,0
it,0,PN,evidence,0
would,0,V,slightly,0
consolidate,1,V,jaded,1
the,0,AT,champions,0
image,1,N,mean,0
and,0,CJ,are,0
essence,1,N,abandoning,0
of,1,PR,Richard,0
the,0,AT,North,0
Intifada,0,N,looks,0
as,0,PR,current,0
a,0,AT,provisions,0
constructive,0,AJ,destruction,0
not,0,XX,PCBs,0
a,0,AT,history,0
destructive,0,AJ,British,0
force,1,N,involvement,0
Entire,0,AJ,uncomfortable,1
departments,0,N,growth+industry,1
can,0,V,security+guard,1
be,0,V,entrance,0
set+up,1,V + AV,Britain,0
in,1,PR,mightiest,0
health,0,N,hazardous,0
foreign,0,AJ,waste,0
affairs,0,N,disposal,0
agriculture,0,N,plants,0
trade,0,N,pressed,0
finance,0,V,button,0
education,0,N,gate,0
justice,0,N,opened,0
religion,0,N,grin,0
information,0,N,according+to,0
and,0,CJ,Friends,0
social,0,AJ,Earth,0
welfare,0,N,survey,0
Wriggling,2,V,homes,0
across,0,PR,clustered,0
country,0,N,surrounding,0
on,0,PR,hills,0
the,0,AT,found,0
D216,0,UN,three-quarters,0
to,0,PR,800,0
Port-d'Envaux,0,N,residents,0
you,0,PN,opposed,0
come,0,V,Rechem,0
to,0,PR,plant,0
two,0,CR,Zinc,0
more,0,DT,latest,0
chateaux,0,N,lack,0
18th-century,0,AJ,supposedly,0
Panloy,0,N,causes,0
flaking,0,V,range,0
romantically,0,AV,problems,0
away,1,AV,although,0
on,0,PR,little,0
its,0,DP,scientific,0
hillock,0,N,evidence,0
overlooking,0,V,supports,0
a,0,AT,link,0
bend,0,N,turn,0
in,0,PR,get+in,0
the,0,AT,them,0
Charente,0,N,think,0
and,0,CJ,Completion,0
almost,0,AV,normally,0
next,1,OR,takes,0
door,1,N,place,0
the,0,AT,four,0
much,0,AV,eight,0
older,0,AJ,weeks,0
moated,0,AJ,later,0
Crazannes,0,N,opportunity,0
half-smothered,1,N,second,0
in,1,PR,thoughts,0
amazing,0,AJ,two,0
flamboyant,0,AJ,prototype,0
Gothic,0,AJ,rock,0
carving,0,N,songwriters,0
The,0,AT,'s,0
core,1,N,worldly,1
of,0,PR,Chuck,0
the,0,AT,Berry,0
problem,0,N,turn,0
is,0,V,authentic,0
simple,0,AJ,picture,0
the,0,AT,teenage,0
National,0,AJ,pleasures,0
was,0,V,Eisenhower,0
invited,1,V,America,0
to,0,PR,write,0
New,0,N,little,0
York,0,N,letter,0
only,0,AV,mail,0
last,0,OR,local,0
November,0,N,deejay,0
and,0,CJ,Clapham,0
the,0,AT,indeed,0
Kirov,0,N,accounts,0
is,0,V,nearly,0
planning,1,V,half,0
to,0,TO,77,0
tour,0,V,fatalities,0
this,1,DT,last,0
summer,0,N,ten,0
The,0,AT,years,0
market,1,N,compare,0
price-earnings,0,N,deaths,0
multiple,0,N,300,0
was,0,V,injuries,0
16,0,CR,every,0
last,0,OR,year,0
night,0,N,roads,0
but,0,CJ,Yet,0
it,0,PN,ambulance,0
would,0,V,worker,0
drop,1,V,only,0
below,1,AV,being,0
14,0,CR,offered,0
if,0,CJ,"£10,000",0
that,1,DT,when,0
increase,0,N,fire,0
in,1,PR,officer,0
earnings,0,N,being,0
really,0,AV,given,0
happens,0,V,"£13,000",0
This,1,DT,Metropolitan,0
furthered,0,V,police,0
his,0,DP,constable,0
long-term,0,AJ,earn,0
ambition,0,N,"£25,000",0
to,0,TO,Natalie,0
rule,0,V,Ford,0
a,0,AT,Brighton,0
large,0,AJ,Water,0
south,0,N,everywhere,0
Slav,0,AJ,canals,0
kingdom,0,N,streams,0
when,0,CJ,small,0
the,0,AT,busy,0
Ottoman,0,AJ,rivers,0
Empire,0,N,charming,0
finally,0,AV,names,0
collapsed,1,V,Boutonne,0
In,1,PR,Mignon,0
fact,0,N,Belle,0
anti-racism,0,N,big,0
and,0,CJ,lazy,0
anti-sexism,0,N,rivers,0
seem,0,V,Sevre,0
to,0,TO,Niortaise,0
come,1,V,Charente,0
naturally,0,AV,Since,0
to,1,PR,1986,0
the,0,AT,Rytasha,0
Ahlbergs,0,N,has,0
EACH,0,DT,broken+away+from,0
new,0,AJ,guru,0
indignity,0,N,set+up,0
in,1,PR,own,0
the,0,AT,charity,0
heap,1,N,called,0
visited,1,V,Food,0
on,1,PR,Relief,0
Welsh,0,AJ,International,0
rugby,0,N,raises,0
seems,0,V,money,0
worse,0,AJ,fiercely,0
than,0,CJ,competitive,0
the,0,AT,matrons,0
last,0,OR,Palm,0
What,0,DT,Beach,0
of,0,PR,distributes,0
this,1,DT,starving,0
thirst,0,N,people,0
that,0,CJ,Bangladesh,0
can,0,V,Michael,0
be,0,V,Freeman,0
satisfied,1,AJ,solicitor,0
by,0,PR,advised,0
an,0,AT,members,0
unquenching,1,AJ,court,0
drink,0,N,action,0
The,0,AT,said,0
nearest+to,1,PR,yesterday,0
being,0,V,This,0
quenching,1,AJ,will,0
is,0,V,cause,0
the,0,AT,most,0
white,0,AJ,dreadful,0
beer,0,N,hardship,0
of,0,PR,From,0
Berlin,0,N,1940,1
IN,0,PR,1954,0
THE,0,AT,wrote,0
small,0,AJ,regularly,0
Devon,0,N,New,0
town,0,N,York,0
of,0,PR,Herald,0
South,0,N,Tribune,0
Molton,0,N,four,0
Julie,0,N,volumes,0
Widlake,0,N,notices,0
is,0,V,appeared,0
waiting,0,V,book,0
with,1,PR,form,0
anticipation,0,N,But,0
for,0,PR,spirit,1
Friday,0,N,Henley,0
20,0,CR,huge,0
October,0,N,crowds,0
His,0,DP,enjoying,0
successful,0,AJ,amateur,0
bid,0,N,sport,0
was,0,V,presented,0
for,0,PR,administrative,0
"£190,000",0,N,finesse,1
although,0,CJ,Keller,0
he,0,PN,took,0
had,0,V,yardstick,1
made,1,V,international,0
a,0,AT,circuit,0
higher,1,AJ,This,0
prior,0,AJ,sound,0
offer,0,N,utopian,1
which,0,DT,borne+out,0
had,0,V,experience,0
been,0,V,existing,0
turned+down,0,V + AV,telecottages,0
In,0,PR,Modern,0
Britain,0,N,audiences,0
with,1,PR,accept,0
the,0,AT,plastic,0
main,0,AJ,bushes,0
exception,0,N,southern,0
of,0,PR,Californian,0
Blackpool,0,N,suburban,0
not,0,XX,sprawl,1
forgetting,0,V,means,0
the,0,AT,production,0
single-deckers,0,N,companies,0
of,0,PR,take,0
the,0,AT,horses,0
Isle,0,N,cows,0
of,0,PR,locations,0
Man,0,N,far,0
and,0,CJ,Arizona,0
Llandudno,0,N,Montana,0
trams,0,N,Now,0
had,0,V,maybe,0
been,0,V,two,0
largely,0,AV,Prints,0
relegated,0,V,watercolours,0
to,1,PR,oil+paintings,0
the,0,AT,furniture,0
history,0,N,architectural,0
books,0,N,effects,0
The,0,AT,Tuesday,0
Slingos,0,N,1,0
have,0,V,Less,0
their,0,DP,happily,0
own,0,DT,reason,0
vegetable,0,N,repossessed,0
garden,0,N,houses,0
chickens,0,N,auctioned,0
ducks,0,N,Mr,0
sheep,0,N,Duncan,0
and,0,CJ,Nichol,0
cows,0,N,wants,0
Scott,0,N,separate,0
was,0,V,emergency,0
so,0,AV,non-emergency,0
pleased,0,AJ,work,0
with,1,PR,Our,0
the,0,AT,latest,0
style,0,N,Foreign,0
he,0,PN,Secretary,0
had,0,V,yet,0
evolved,1,V,publicly,0
at,0,PR,pick+up,0
Battersea,0,N,file,0
a,0,AT,marked,0
treatment,1,N,Hong,0
that,0,CJ,Kong,0
humanised,1,V,They,0
industrial,0,AJ,rightly,0
forms,0,N,feel,0
without,1,PR,really,0
denying,0,V,rather,0
their,0,DP,appalling,0
function,0,N,Parliament,0
that,0,CJ,give,0
he,0,PN,fresh,0
also,0,AV,thought,0
used,0,V,enacting,0
it,0,PN,provision,0
on,0,PR,placing,0
the,0,AT,obligation,0
Guinness,0,N,council,0
Factory,0,N,tenant,0
at,0,PR,give,0
Park,0,N,notice,0
Royal,0,N,council,0
west,0,N,permitted,0
London,0,N,commence,0
What,0,DT,proceedings,0
should,0,V,By,0
have,0,V,Robert,0
been,0,V,Armstrong,0
a,0,AT,Dublin,0
routine,0,N,Leinster,0
exercise,1,N,named,0
in,1,PR,team,0
extending,1,V,looks,0
the,0,AT,strong,0
Government,0,N,paper,0
borrowing+power,0,N + N,including,0
to,1,PR,eight,0
$3.1,0,N,internationals,0
thousand,0,CR,recently,0
billion,0,CR,lost,0
became,0,V,Munster,0
bogged+down,1,V + AV,Ulster,0
in,1,PR,Inter-Provincial,0
wrangling,0,N,Championship,0
over,1,PR,No,0
legislative,0,AJ,supporter,0
initiatives,0,N,Latics,0
lawmakers,0,N,dared,0
wanted,0,V,dream,0
to,0,TO,suddenly,0
attach,1,V,improbable,0
to,1,PR,throbbing,0
the,0,AT,joyous,0
bill,0,N,reality,0
What,0,DT,Quinn,0
has,0,V,held,0
gone,1,V,head,0
wrong,0,AJ,disbelief,0
Tiphook,0,N,But,0
confident,1,AJ,also,0
The,0,AT,said,0
structure,2,N,Let's,0
of,1,PR,take+away+from,0
the,0,AT,credit,0
developing,0,AJ,Oldham,0
national,0,AJ,However,0
authority,0,N,City,0
has,0,V,expecting,0
been,0,V,bad,0
both,0,AV,figures,0
diffuse,1,AJ,shares,0
enough,0,AV,rose,0
to,0,TO,15p,0
prevent,0,V,239p,0
it,0,PN,Frankfurt,0
from,1,PR,FAZ,0
being,0,V,index,0
destroyed,0,V,695.74,0
by,0,PR,684.01,0
any,0,DT,There,0
one,0,CR,more,0
single,0,AJ,greenery,0
sweep,1,N,south,0
of,1,PR,deep,0
arrests,0,N,forest,0
there,0,EX,Chize,0
have,0,V,fine,0
been,0,V,Renaissance,0
more+than,0,AV,chateau,0
50,0,CR,Dampierre-sur-Boutonne,0
arrests,0,N,edge,0
since,0,CJ,marshes,0
the,0,AT,west,0
Intifada,0,N,Rochefort,0
outbreak,0,N,Marennes,0
and,0,CJ,mussels,0
coherent,0,AJ,oysters,0
enough,0,AV,raised,0
to,0,TO,Hilda,0
allow,1,V,Amiel,0
for,1,PR,alleged,0
the,0,AT,godmother,1
existence,0,N,fake,0
of,1,PR,art,0
a,0,AT,arraigned,0
unified,0,AJ,part,0
resistance,1,N,US,0
strategy,0,N,Attorney,0
Through,1,PR,calls,0
it,0,PN,single,0
Palestinians,0,N,largest,0
are,0,V,worldwide,0
struggling,1,V,source,0
on,1,PR,distribution,0
a,0,AT,network,0
daily,0,AJ,bogus,0
basis,0,N,prints,0
to,0,TO,,
shake+off,1,V + AV,,
Israel,0,N,,
authority,0,N,,
and,0,CJ,,
to,0,TO,,
construct,2,V,,
their,0,DP,,
own,0,DT,,
But,0,CJ,,
these,1,DT,,
themes,0,N,,
are,0,V,,
always,0,AV,,
interspersed,0,V,,
with,1,PR,,
more,0,AV,,
fanciful,0,AJ,,
ones,0,N,,
grimacing,1,V,,
masks,0,N,,
weird,0,AJ,,
animals,0,N,,
exuberant,1,AJ,,
abstract,0,AJ,,
patterns,0,N,,
When,0,CJ,,
built,0,V,,
in,1,PR,,
1938,0,CR,,
it,0,PN,,
was,0,V,,
The,0,AT,,
Ridges,0,N,,
which,0,DT,,
