word,conv,word_10,label_10,word_22,label_22,word_5,label_5,word_21,label_21,word_1,label_1,word_8,label_8,word_13,label_13,word_2,label_2,word_18,label_18,word_16,label_16,word_24,label_24,word_14,label_14,word_11,label_11,word_9,label_9,word_4,label_4,word_7,label_7,word_6,label_6,word_25,label_25,word_19,label_19,word_12,label_12,word_20,label_20,word_17,label_17,word_3,label_3,word_15,label_15,word_23,label_23
there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,there,0,demand,0,there,0,Santas,0,there,0,demand,0,there,0,demand,0,there,0,there,0,there,0,demand,0,there,0,surging,1,demand,0,there,0,there,0,demand,0
are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,are,0,there,0,are,0,to,0,are,0,there,0,are,0,there,0,are,0,are,0,are,0,there,0,are,0,demand,0,there,0,are,0,are,0,there,0
only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,only,0,are,0,only,0,go,0,only,0,are,0,only,0,are,0,only,0,only,0,only,0,are,0,only,0,there,0,are,0,only,0,only,0,are,0
so,0,so,0,so,0,so,0,so,0,so,0,so,0,so,0,so,0,only,0,so,0,around,0,so,0,only,0,so,0,only,0,so,0,so,0,so,0,only,0,so,0,are,0,only,0,so,0,so,0,only,0
many,0,many,0,many,0,many,0,many,0,many,0,many,0,many,0,many,0,so,0,many,0,Call,0,many,0,so,0,many,0,so,0,many,0,many,0,many,0,so,0,many,0,only,0,so,0,many,0,many,0,so,0
Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,Santas,0,many,0,Santas,0,it,0,Santas,0,many,0,Santas,0,many,0,Santas,0,Santas,0,Santas,0,many,0,Santas,0,so,0,many,0,Santas,0,Santas,0,many,0
to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,to,0,Santas,0,to,0,Santaflation,1,to,0,Santas,0,to,0,Santas,0,to,0,to,0,to,0,Santas,0,to,0,many,0,Santas,0,to,0,to,0,Santas,0
go,0,go,0,go,0,go,0,go,0,go,0,go,0,go,0,go,0,to,0,go,0,Iranian,0,go,0,to,0,go,0,to,0,go,0,go,0,go,0,to,0,go,0,Santas,0,to,0,go,1,go,1,to,0
around,0,around,0,around,0,around,0,around,0,around,0,around,0,around,0,around,0,go,0,around,0,protesters,0,around,0,go,0,around,0,go,0,around,1,around,0,around,1,go,0,around,0,to,0,go,0,around,0,around,0,go,0
Call,0,Call,0,Call,0,Call,0,Call,0,Call,0,Call,0,Call,0,Call,0,around,0,Call,0,call,0,Call,0,around ,1,Call,0,around,0,Call,1,Call,0,Call,1,around,0,Call,0,go,0,around,0,Call,0,Call,0,around,0
it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,it,0,Call,0,it,0,for,0,it,0,Call,0,it,0,Call,0,it,0,it,0,it,0,Call,0,it,0,around,0,Call,0,it,0,it,0,Call,0
Santaflation,0,Santaflation,0,Santaflation,0,Santaflation,1,Santaflation,0,Santaflation,1,Santaflation,0,Santaflation,1,Santaflation,0,it,0,Santaflation,0,three-day,0,Santaflation,0,it,0,Santaflation,0,it,0,Santaflation,0,Santaflation,1,Santaflation,0,it,0,Santaflation,0,Call,0,it,0,Santaflation,0,Santaflation,0,it,0
Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Santaflation,0,Iranian,0,strike,0,Iranian,0,Santaflation,0,Iranian,0,Santaflation,0,Iranian,0,Iranian,0,Iranian,0,Santaflation,0,Iranian,0,it,0,Santaflation,0,Iranian,0,Iranian,0,Santaflation,0
protesters,0,protesters,0,protesters,0,protesters,0,protesters,0,protesters,0,protesters,0,protesters,0,protesters,0,Iranian,0,protesters,0,as,0,protesters,0,Iranian,0,protesters,0,Iranian,0,protesters,0,protesters,0,protesters,0,Iranian,0,protesters,0,Santaflation,0,Iranian,0,protesters,0,protesters,0,Iranian,0
call+for,1,call,0,call,0,call,0,call,0,call,0,call,0,call,0,call,0,protesters,0,call,0,pressure,1,call,0,protesters,0,call,0,protesters,0,call,0,call,0,call,1,protesters,0,call,0,Iranian,0,protesters,0,call,0,call,0,protesters,0
three-day,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,call,0,for,0,on,0,for,0,call,0,for,0,call,0,for,0,for,0,for,0,call,0,for,0,protesters,0,call,0,for,0,for,0,call,0
strike,1,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,for,0,three-day,0,regime,0,three-day,0,for,0,three-day,0,for,0,three-day,0,three-day,0,three-day,0,for,0,three-day,0,call,0,for,0,three-day,0,three-day,0,for,0
as,0,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,three-day,0,strike,0,builds,0,strike,0,three-day,0,strike,0,three-day,0,strike,0,strike,0,strike,0,three-day,0,strike,0,for,0,three-day,0,strike,0,strike,0,three-day,0
pressure,1,as,0,as,0,as,0,as,0,as,0,as,0,as,0,as,0,strike,0,as,0,State,1,as,0,strike,0,as,0,strike,0,as,0,as,0,as,0,strike,0,as,0,three-day,0,strike,0,as,0,as,0,strike,0
on,1,pressure,1,pressure,1,pressure,0,pressure,1,pressure,0,pressure,1,pressure,0,pressure,1,as,0,pressure,0,media,0,pressure,1,as,0,pressure,1,as,0,pressure,1,pressure,0,pressure,1,as,0,pressure,1,strike,0,as,0,pressure,1,pressure,1,as,0
regime,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,on,0,pressure,1,on,0,distance,1,on,0,pressure ,1,on,0,pressure,1,on,0,on,0,on,0,pressure,1,on,0,as,0,pressure,1,on,0,on,0,pressure,0
builds,1,regime,0,regime,0,regime,0,regime,0,regime,0,regime,0,regime,0,regime,0,on,0,regime,0,themselves,0,regime,0,on,0,regime,0,on,0,regime,0,regime,0,regime,0,on,0,regime,0,pressure,1,on,0,regime,0,regime,0,on,0
State,0,builds,1,builds,1,builds,0,builds,0,builds,0,builds,0,builds,1,builds,0,regime,0,builds,0,from,0,builds,0,regime,0,builds,0,regime,0,builds,1,builds,0,builds,1,regime,0,builds,0,on,0,regime,0,builds,1,builds,0,regime,0
media,0,State,0,State,0,State,0,State,0,State,0,State,0,state,0,State,0,builds,0,State,0,claim,0,State,0,builds ,1,State,0,builds,1,State,0,State,0,State,0,builds,1,State,0,regime,0,builds,1,State,1,State,1,builds,0
distance,1,media,0,media,0,media,0,media,0,media,0,media,1,media,0,media,0,State,0,media,0,morality,0,media,0,State,0,media,0,State,0,media,0,media,0,media,0,State,1,media,0,builds,1,State,0,media,1,media,0,State ,1
themselves,0,distance,0,distance,0,distance,0,distance,0,distance,0,distance,1,distance,1,distance,0,media,0,distance,1,police,0,distance,1,media,0,distance,1,media,0,distance,0,distance,1,distance,1,media,0,distance,1,state,0,media,0,distance,1,distance,1,media,0
from,1,themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,themselves,0,distance,0,themselves,0,have,0,themselves,0,distance,0,themselves,0,distance,0,themselves,0,themselves,0,themselves,0,distance,1,themselves,0,media,0,distance,1,themselves,0,themselves,0,distance,0
claim,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,from,0,themselves,0,from,0,been,0,from,0,themselves,0,from,0,themselves,0,from,0,from,0,from,0,themselves,0,from,0,distance,1,themselves,0,from,0,from,0,themselves,0
morality,0,claim,0,claim,0,claim,0,claim,0,claim,0,claim,0,claim,0,claim,0,from,0,claim,0,shut,0,claim,0,from,0,claim,0,from,0,claim,0,claim,0,claim,0,from,0,claim,0,themselves,0,from,0,claim,0,claim,0,from,0
police,0,morality,0,morality,0,morality,0,morality,0,morality,0,morality,0,morality,0,morality,0,claim,0,morality,0,down,0,morality,0,claim,0,morality,0,claim,0,morality,0,morality,0,morality,0,claim,0,morality,0,from,0,claim,0,morality,0,morality,0,claim,0
have,0,police,0,police,0,police,0,police,0,police,0,police,0,police,0,police,0,morality,0,police,0,after,0,police,0,morality,0,police,0,morality,0,police,0,police,0,police,0,morality,0,police,0,claim,0,morality,0,police,0,police,0,morality,0
been,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,police,0,have,0,Mahsa,0,have,0,police,0,have,0,police,0,have,0,have,0,have,0,police,0,have,0,morality,0,police,0,have,0,have,0,police,0
shut+down,1,been,0,been,0,been,0,been,0,been,0,been,0,been,0,been,0,have,0,been,0,Amini,0,been,0,have,0,been,0,have,0,been,0,been,0,been,0,have,0,been,0,police,0,have,0,been,0,been,0,have,0
after,1,shut,0,shut,0,shut,0,shut,0,shut,0,shut,0,shut,0,shut,0,been,0,shut,0,death,0,shut,0,been,0,shut,0,been,0,shut,0,shut,0,shut,0,been,0,shut,0,have,0,been,0,shut,0,shut,0,been,0
Mahsa,0,down,0,down,0,down,0,down,0,down,0,down,0,down,0,down,0,shut,0,down,0,Protesters,0,down,0,shut,0,down,0,shut,0,down,0,down,0,down,0,shut,0,down,0,been,0,shut,0,down,0,down,0,shut,0
Amini,0,after,0,after,0,after,0,after,0,after,0,after,0,after,0,after,0,down,0,after,0,inÃ‚ IranÃ‚ have,0,after,0,down,0,after,0,down,0,after,0,after,0,after,0,down,0,after,0,shut,0,down,0,after,0,after,0,down,0
death,0,Mahsa,0,Mahsa,0,Mahsa,0,Mahsa,0,Mahsa,0,Mahsa,0,Mahsa,0,Mahsa,0,after,0,Mahsa,0,called,0,Mahsa,0,after,0,Mahsa,0,after,0,Mahsa,0,Mahsa,0,Mahsa,0,after,0,Mahsa,0,down,0,after,0,Mahsa,0,Mahsa,0,after,0
Protesters,0,Amini,0,Amini,0,Amini,0,Amini,0,Amini,0,Amini,0,Amini,0,Amini,0,Mahsa,0,Amini,0,for,0,Amini,0,Mahsa,0,Amini,0,Mahsa,0,Amini,0,Amini,0,Amini,0,Mahsa,0,Amini,0,after,0,Mahsa,0,Amini,0,Amini,0,Mahsa,0
in,0,death,0,death,0,death,0,death,0,death,0,death,0,death,0,death,0,Amini,0,death,0,a,0,death,0,Amini,0,death,0,Amini,0,death,0,death,0,death,0,Amini,0,death,0,Mahsa,0,Amini,0,death,0,death,0,Amini,0
Iran,0,Protesters,0,Protesters,0,Protesters,0,Protesters,0,Protesters,0,Protesters,0,protesters,0,Protesters,0,death,0,Protesters,0,three-day,0,Protesters,0,death,0,Protesters,0,death,0,Protesters,0,Protesters,0,Protesters,0,death,0,Protesters,0,Amini,0,death,0,Protesters,0,Protesters,0,death,0
have,0,inÃ‚,0,inÃ‚,0,inÃ‚,0,inÃ‚,0,inÃ‚,0,in,0,in,0,in,0,Protesters,0,inÃ‚Â IranÃ‚Â,0,strike,0,inÃ‚ IranÃ‚ have,0,Protesters,0,inÃ‚,0,Protesters,0,in,0,in,0,inÃ‚Â,0,Protesters,0,in,0,death,0,Protesters,0,inÃ‚ IranÃ‚,0,inÃ‚Â IranÃ‚Â,0,Protesters,0
called+for,1,IranÃ‚,0,IranÃ‚,0,IranÃ‚,0,IranÃ‚,0,IranÃ‚,0,Iran,0,Iran,0,Iran,0,inÃ‚,0,have,0,this,0,called,0,in,0,IranÃ‚,0,in,0,Iran,0,Iran,0,IranÃ‚Â,0,in,0,Iran,0,protesters,0,inÃ‚Â,0,have,0,have,0,in,0
a,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,have,0,IranÃ‚,0,called,0,week,0,for,0,Iran,0,have,0,Iran,0,have,0,have,0,have,0,Iran,0,have,0,in,0,IranÃ‚Â,0,called,0,called,0,Iran,0
three-day,0,called,0,called,0,called,0,called,0,called,0,called,0,called,0,called,0,have,0,for,0,amid,0,a,0,have,0,called,0,have,0,called,0,called,0,called,0,have,0,called,0,Iran,0,have,0,for,0,for,0,have,0
strike,1,for,0,for,0,for,0,for,0,for,0,for,0,for,0,for,0,called,0,a,0,conflicting,0,three-day,0,called,0,for,0,called,0,for,0,for,0,for,0,called,0,for,0,have,0,called,0,a,0,a,0,called,0
this,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,a,0,for,0,three-day,0,reports,0,strike,0,for,0,a,0,for,0,a,0,a,0,a,0,for,0,a,0,called,0,for,0,three-day,0,three-day,0,for,0
week,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,three-day,0,a,0,strike,0,that,0,this,0,a,0,three-day,0,a,0,three-day,0,three-day,0,three-day,0,a,0,three-day,0,for,0,a,0,strike,0,strike,0,a,0
amid,1,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,strike,0,three-day,0,this,0,the,0,week,0,three-day,0,strike,0,three-day,0,strike,0,strike,0,strike,0,three-day,0,strike,0,a,0,three-day,0,this,0,this,0,three-day,0
conflicting,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,this,0,strike,0,week,0,nation,0,amid,0,strike,0,this,0,strike,0,this,0,this,0,this,0,strike,0,this,0,three,0,strike,0,week,0,week,0,strike,0
reports,0,week,0,week,0,week,0,week,0,week,0,week,0,week,0,week,0,this,0,amid,0,'s,0,conflicting,0,this,0,week,0,this,0,week,0,week,0,week,0,this,0,week,0,day,0,this,0,amid,0,amid,0,this,0
that,0,amid,0,amid,0,amid,0,amid,0,amid,0,amid,0,amid,0,amid,0,week,0,conflicting,0,morality,0,reports,0,week,0,amid,0,week,0,amid,0,amid,0,amid,0,week,0,amid,0,strike,0,week,0,conflicting,0,conflicting,0,week,0
the,0,conflicting,0,conflicting,0,conflicting,0,conflicting,0,conflicting,0,conflicting,0,conflicting,0,conflicting,0,amid,0,reports,0,police,0,that,0,amid,0,conflicting,0,amid,0,conflicting,0,conflicting,0,conflicting,0,amid,0,conflicting,0,this,0,amid,0,reports,0,reports,0,amid,0
nation,0,reports,0,reports,0,reports,0,reports,0,reports,0,reports,0,reports,0,reports,0,conflicting,0,that,0,had,0,the,0,conflicting,0,reports,0,conflicting,0,reports,0,reports,0,reports,0,conflicting,0,reports,0,week,0,conflicting,0,that,0,that,0,conflicting,0
's,0,that,0,that,0,that,0,that,0,that,0,that,0,that,0,that,0,reports,0,the,0,been,0,nation,0,reports,0,that,0,reports,0,that,0,that,0,that,0,reports,0,that,0,amid,0,reports,0,the,0,the,0,reports,0
morality,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,the,0,that,0,nation,0,shut,0,'s,0,that,0,the,0,that,0,the,0,the,0,the,0,that,0,the,0,conflicting,0,that,0,nation,1,nation,0,that,0
police,0,nation,0,nation,0,nation,0,nation,0,nation,0,nation's,0,nation,0,nation,0,the,0,'s,0,down,0,morality,0,the,0,nation,0,the,0,nation's,0,nation,0,nation,1,the,0,nation,0,reports,0,the,0,'s,0,'s,0,the,0
had,0,'s,0,'s,0,'s,0,'s,0,'s,0,morality,0,'s,0,'s,0,nation,0,morality,0,and,0,police,0,nation,0,'s,0,nation,0,morality,0,'s,0,'s,0,nation,0,'s,0,that,0,nation,0,morality,0,morality,0,nation's,0
been,0,morality,0,morality,0,morality,0,morality,0,morality,0,police,0,morality,0,morality,0,'s,0,police,0,as,0,had,0,'s,0,morality,0,'s,0,police,0,morality,0,morality,0,'s,0,morality,0,the,0,'s,0,police,0,police,0,morality,0
shut+down,1,police,0,police,0,police,0,police,0,police,0,had,0,police,0,police,0,morality,0,had,0,the,0,been,0,morality,0,police,0,morality,0,had,0,police,0,police,0,morality,0,police,0,nation,0,morality,0,had,0,had,0,police,0
and,0,had,0,had,0,had,0,had,0,had,0,been,0,had,0,had,0,police,0,been,0,US,0,shut,0,police,0,had,0,police,0,been,0,had,0,had,0,police,0,had,0,'s,0,police,0,been,0,been,0,had,0
as,0,been,0,been,0,been,0,been,0,been,0,shut,0,been,0,been,0,had,0,shut,0,said,0,down,0,had,0,been,0,had,0,shut,0,been,0,been,0,had,0,been,0,morality,0,had,0,shut,0,shut,0,been,0
the,0,shut,0,shut,0,shut,0,shut,0,shut,0,down,0,shut,0,shut,0,been,0,down,0,the,0,and,0,been,0,shut,0,been,0,down,0,shut,0,shut,0,been,0,shut,0,police,0,been,0,down,0,down,0,shut,0
US,0,down,0,down,0,down,0,down,0,down,0,and,0,down,0,down,0,shut,0,and,0,leadership,0,as,0,shut,0,down,0,shut,0,and,0,down,0,down,0,shut,0,down,0,had,0,shut,0,and,0,and,0,down,0
said,0,and,0,and,0,and,0,and,0,and,0,as,0,and,0,and,0,down,0,as,0,in,0,the,0,down,0,and,0,down,0,as,0,and,0,and,0,down,0,and,0,been,0,down,0,as,0,as,0,and,0
the,0,as,0,as,0,as,0,as,0,as,0,the,0,as,0,as,0,and,0,the,0,Tehran,0,US,0,and,0,as,0,and,0,the,0,as,0,as,0,and,0,as,0,shut,0,and,0,the,0,the,0,as,0
leadership,1,the,0,the,0,the,0,the,0,the,0,US,0,the,0,the,0,as,0,US,0,had,0,said,0,as,0,the,0,as,0,US,0,the,0,the,0,as,0,the,0,down,0,as,0,US,0,US,0,the,0
in,0,US,0,US,0,US,0,US,0,US,0,said,0,US,0,US,0,the,0,said,0,locked,1,the,0,the,0,US,0,the,0,said,0,US,0,US,0,the,0,US,0,and,0,the,0,said,0,said,0,US,0
Tehran,0,said,0,said,0,said,0,said,0,said,0,the,0,said,0,said,0,US,0,the,0,itself,0,leadership,0,US,0,said,0,US,0,the,0,said,0,said,0,US,0,said,0,as,0,US,0,the,0,the,0,said,0
had,0,the,0,the,0,the,0,the,0,the,0,leadership,0,the,0,the,0,said,0,leadership,0,into,0,in,0,said,0,the,0,said,0,leadership,0,the,0,the,0,said,0,the,0,the,0,said,0,leadership,0,leadership,0,the,0
locked,1,leadership,0,leadership,0,leadership,0,leadership,0,leadership,0,in,0,leadership,0,leadership,0,the,0,in,0,a,0,Tehran,0,the,0,leadership,0,the,0,in,0,leadership,0,leadership,0,the,0,leadership,0,US,0,the,0,in,0,in,0,leadership,0
itself,0,in,0,in,0,in,0,in,0,in,0,Tehran,0,in,0,in,0,leadership,0,Tehran,0,vicious,1,had,0,leadership,0,in,0,leadership,0,Tehran,0,in,0,in,0,leadership,0,in,0,said,0,leadership,0,Tehran,0,Tehran,0,in,0
into,1,Tehran,0,Tehran,0,Tehran,0,Tehran,0,Tehran,0,had,0,Tehran,0,Tehran,0,in,0,had,0,cycle,1,locked,1,in,0,Tehran,0,in,0,had,0,Tehran,0,Tehran,0,in,0,Tehran,0,the,0,in,0,had,0,had,0,Tehran,0
a,0,had,0,had,0,had,0,had,0,had,0,locked,1,had,0,had,0,Tehran,0,locked,1,that,0,itself,0,Tehran,0,had,0,Tehran,0,locked,0,had,0,had,0,Tehran,0,had,0,leadership,0,Tehran,0,locked,1,locked,1,had,0
vicious+circle,1,locked,1,locked,0,locked,0,locked,1,locked,0,itself,0,locked,1,locked,0,had,0,itself,0,had,0,into,0,had,0,locked,1,had,0,itself,0,locked,1,locked,1,had,0,locked,1,in,0,had,0,itself,0,itself,0,locked ,1
that,0,itself,0,itself,0,itself,0,itself,0,itself,0,into,0,itself,0,itself,0,locked,0,into,0,cut,0,a,0,locked,0,itself,0,locked,0,into,0,itself,0,itself,0,locked,1,itself,0,Tehran,0,locked,1,into,0,into,0,itself,0
had,0,into,0,into,0,into,0,into,0,into,0,a,0,into,0,into,0,itself,0,a,0,it,0,vicious,1,itself,0,into,0,itself,0,a,0,into,0,into,0,itself,0,into,0,had,0,itself,0,a,0,a,0,into,0
cut,1,a,0,a,0,a,0,a,0,a,0,vicious,1,a,0,a,0,into,0,vicious,1,off,0,cycle,1,into,0,a,0,into,0,vicious,0,a,0,a,0,into,0,a,0,locked,1,into,0,vicious,1,vicious,1,a,0
it,0,vicious,1,vicious,1,vicious,0,vicious,0,vicious,0,cycle,1,vicious,1,vicious,1,a,0,cycle,0,from,0,that,0,a,0,vicious,1,a,0,cycle,1,vicious,1,vicious,1,a,0,vicious,1,itself,0,a,0,cycle,1,cycle,1,vicious ,1
off,1,cycle,0,cycle,0,cycle,0,cycle,1,cycle,1,that,0,cycle,0,cycle,1,vicious,0,that,0,its,0,had,0,vicious,0,cycle,1,vicious,0,that,0,cycle,1,cycle,1,vicious,1,cycle,0,into,0,vicious,1,that,0,that,0,cycle ,1
from,1,that,0,that,0,that,0,that,0,that,0,had,0,that,0,that,0,cycle,1,had,0,own,0,cut,0,cycle ,1,that,0,cycle,1,had,0,that,0,that,0,cycle,1,that,0,a,0,cycle,1,had,0,had,0,that,0
its,0,had,0,had,0,had,0,had,0,had,0,cut,1,had,0,had,0,that,0,cut,1,people,0,it,0,that,0,had,0,that,0,cut,1,had,0,had,0,that,0,had,0,vicious,1,that,0,cut,1,cut,1,had,0
own,0,cut,0,cut,0,cut,0,cut,0,cut,0,it,0,cut,0,cut,1,had,0,it,0,and,0,off,0,had,0,cut,1,had,0,it,0,cut,0,cut,1,had,0,cut,1,cycle,0,had,0,it,0,it,0,cut ,1
people,0,it,0,it,0,it,0,it,0,it,0,off,0,it,0,it,0,cut,0,off,0,the,0,from,0,cut ,1,it,0,cut,0,off,0,it,0,it,0,cut,1,it,0,that,0,cut,1,off,0,off,0,it,0
and,0,off,0,off,0,off,0,off,0,off,0,from,0,off,0,off,0,it,0,from,0,international,0,its,0,it,0,off,0,it,0,from,0,off,0,off,0,it,0,off,0,had,0,it,0,from,0,from,0,off,0
the,0,from,0,from,0,from,0,from,0,from,0,its,0,from,0,from,0,off,0,its,0,community,0,own,0,off,0,from,0,off,0,its,0,from,0,from,0,off,0,from,0,cut,0,off,0,its,0,its,0,from,0
international,0,its,0,its,0,its,0,its,0,its,0,own,0,its,0,its,0,from,0,own,0,The,0,people,0,from,0,its,0,from,0,own,0,its,0,its,0,from,0,its,0,it,0,from,0,own,0,own,0,its,0
community,1,own,0,own,0,own,0,own,0,own,0,people,0,own,0,own,0,its,0,people,0,call,0,and,0,its,0,own,0,its,0,people,0,own,0,own,0,its,0,own,0,off,0,its,0,people,0,people,0,own,0
The,0,people,0,people,0,people,0,people,0,people,0,and,0,people,0,people,0,own,0,and,0,steps,0,the,0,own,0,people,0,own,0,and,0,people,0,people,0,own,0,people,0,from,0,own,0,and,0,and,0,people,0
call,1,and,0,and,0,and,0,and,0,and,0,the,0,and,0,and,0,people,0,the,0,up,0,international,0,people,0,and,0,people,0,the,0,and,0,and,0,people,0,and,0,its,0,people,0,the,0,the,0,and,0
steps,1,the,0,the,0,the,0,the,0,the,0,international,0,the,0,the,0,and,0,international,0,pressure,1,community,0,and,0,the,0,and,0,international,0,the,0,the,0,and,0,the,0,own,0,and,0,international,0,international,0,the,0
up,1,international,0,international,0,international,0,international,0,international,0,community,0,international,0,international,0,the,0,community,0,on,0,The,0,the,0,international,0,the,0,community,0,international,0,international,0,the,0,international,0,people,0,the,0,community,0,community,0,international,0
pressure,1,community,0,community,0,community,0,community,0,community,0,The,0,community,0,community,0,international,0,The,0,Iranian,0,call,0,international,0,community,0,international,0,The,0,community,0,community,0,international,0,community,0,and,0,international,0,The,0,The,0,community,0
on,1,The,0,The,0,The,0,The,0,The,0,call,0,the,0,The,0,community,0,call,0,authorities,0,steps,0,community,0,The,0,community,0,call,0,The,0,The,0,community,0,The,0,the,0,community,0,call,0,call,0,The,0
Iranian,0,call,0,call,0,call,0,call,0,call,0,steps,1,call,0,call,0,The,0,steps,1,after,0,up,0,The,0,call,0,The,0,steps,0,call,0,call,0,The,0,call,0,international,0,The,0,steps,1,steps,1,call,0
authorities,0,steps,0,steps,0,steps,0,steps,0,steps,0,up,0,steps,1,steps,0,call,0,up,0,the,0,pressure,1,call,0,steps,0,call,0,up,1,steps,0,steps,1,call,0,steps,0,community,0,call,0,up,0,up,1,steps ,1
after,1,up,0,up,0,up,0,up,0,up,0,pressure,1,up,0,up,0,steps,0,pressure,0,attorney,0,on,0,steps,0,up,0,steps,0,pressure,0,up,0,up,0,steps,1,up,1,the,0,steps,0,pressure,0,pressure,1,up,0
the,0,pressure,1,pressure,1,pressure,0,pressure,1,pressure,0,on,0,pressure,0,pressure,0,up,0,on,0,general,0,Iranian,0,up ,1,pressure,1,up,1,on,0,pressure,1,pressure,1,up,0,pressure,0,call,0,up,0,on,0,on,0,pressure ,1
attorney,0,on,0,on,0,on,0,on,0,on,0,Iranian,0,on,0,on,0,pressure,1,Iranian,0,said,0,authorities,0,pressure ,1,on,0,pressure,0,Iranian,0,on,0,on,0,pressure,1,on,0,steps,0,pressure,1,Iranian,0,Iranian,0,on,0
general,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,Iranian,0,authorities,0,Iranian,0,Iranian,0,on,0,authorities,0,this,0,after,0,on,0,Iranian,0,on,0,authorities,0,Iranian,0,Iranian,0,on,0,Iranian,0,up,1,on,0,authorities,0,authorities,0,Iranian,0
said,0,authorities,0,authorities,0,authorities,0,authorities,0,authorities,0,after,0,authorities,0,authorities,0,Iranian,0,after,0,weekend,0,the,0,Iranian,0,authorities,0,Iranian,0,after,0,authorities,0,authorities,0,Iranian,0,authorities,0,pressure,0,Iranian,0,after,0,after,0,authorities,0
this,0,after,0,after,0,after,0,after,0,after,0,the,0,after,0,after,0,authorities,0,the,0,that,0,attorney,0,authorities,0,after,0,authorities,0,the,0,after,0,after,0,authorities,0,after,0,on,0,authorities,0,the,0,the,0,after,0
weekend,0,the,0,the,0,the,0,the,0,the,0,attorney,0,the,0,the,0,after,0,attorney,0,the,0,general,0,after,0,the,0,after,0,attorney,0,the,0,the,0,after,0,the,0,Iranian,0,after,0,attorney,0,attorney,0,the,0
that,0,attorney,0,attorney,0,attorney,0,attorney,0,attorney,0,general,0,attorney,0,attorney,0,the,0,general,0,morality,0,said,0,the,0,attorney,0,the,0,general,0,attorney,0,attorney,0,the,0,attorney,0,authorities,0,the,0,general,0,general,0,attorney,0
the,0,general,0,general,0,general,0,general,0,general,0,said,0,general,0,general,0,attorney,0,said,0,police,0,this,0,attorney,0,general,0,attorney,0,said,0,general,0,general,0,attorney,0,general,0,after,0,attorney,0,said,0,said,0,general,0
morality,0,said,0,said,0,said,0,said,0,said,0,this,0,said,0,said,0,general,0,this,0,whose,0,weekend,0,general,0,said,0,general,0,this,0,said,0,said,0,general,0,said,0,the,0,general,0,this,0,this,0,said,0
police,0,this,0,this,0,this,0,this,0,this,0,weekend,0,this,0,this,0,said,0,weekend,0,detention,0,that,0,said,0,this,0,said,0,weekend,0,this,0,this,0,said,0,this,0,attorney,0,said,0,weekend,0,weekend,0,this,0
whose,0,weekend,0,weekend,0,weekend,0,weekend,0,weekend,0,that,0,weekend,0,weekend,0,this,0,that,0,of,0,the,0,this,0,weekend,0,this,0,that,0,weekend,0,weekend,0,this,0,weekend,0,general,0,this,0,that,0,that,0,weekend,0
detention,0,that,0,that,0,that,0,that,0,that,0,the,0,that,0,that,0,weekend,0,the,0,a,0,morality,0,weekend,0,that,0,weekend,0,the,0,that,0,that,0,weekend,0,that,0,said,0,weekend,0,the,0,the,0,that,0
of,0,the,0,the,0,the,0,the,0,the,0,morality,0,the,0,the,0,that,0,morality,0,young,0,police,0,that,0,the,0,that,0,morality,0,the,0,the,0,that,0,the,0,this,0,that,0,morality,0,morality,0,the,0
a,0,morality,0,morality,0,morality,0,morality,0,morality,0,police,0,morality,0,morality,0,the,0,police,0,woman,0,whose,0,the,0,morality,0,the,0,police,0,morality,0,morality,0,the,0,morality,0,weekend,0,the,0,police,0,police,0,morality,0
young,0,police,0,police,0,police,0,police,0,police,0,whose,0,police,0,police,0,morality,0,whose,0,triggered,0,detention,0,morality,0,police,0,morality,0,whose,0,police,0,police,0,morality,0,police,0,that,0,morality,0,whose,0,whose,0,police,0
woman,0,whose,0,whose,0,whose,0,whose,0,whose,0,detention,0,whose,0,whose,0,police,0,detention,0,months,0,of,0,police,0,whose,0,police,0,detention,0,whose,0,whose,0,police,0,whose,0,the,0,police,0,detention,0,detention,0,whose,0
