docid,senid,word,conv,sentence
1,1_9,go,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_9,around,0,But they also reflect the reality that amidst surging demand there are only so many Santas to go around
1,1_10,Call,0,Call it Santaflation
1,1_10,it,0,Call it Santaflation
1,1_10,Santaflation,0,Call it Santaflation
2,2_1,Iranian,0,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,protesters,0,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,call+for,1,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,three-day,0,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,strike,1,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,as,0,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,pressure,1,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,on,1,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,regime,0,Iranian protesters call for three-day strike as pressure on regime builds
2,2_1,builds,1,Iranian protesters call for three-day strike as pressure on regime builds
2,2_2,State,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,media,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,distance,1,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,themselves,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,from,1,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,claim,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,morality,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,police,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,have,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,been,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,shut+down,1,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,after,1,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,Mahsa,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,Amini,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_2,death,0,State media distance themselves from claim morality police have been shut down after Mahsa Amini death
2,2_3,Protesters,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,in,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,Iran,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,have,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,called+for,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,a,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,three-day,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,strike,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,this,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,week,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,amid,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,conflicting,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,reports,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,that,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,the,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,nation,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,'s,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,morality,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,police,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,had,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,been,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,shut+down,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,and,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,as,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,the,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,US,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,said,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,the,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,leadership,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,in,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,Tehran,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,had,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,locked,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,itself,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,into,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,a,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,vicious+circle,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,that,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,had,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,cut,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,it,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,off,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,from,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,its,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,own,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,people,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,and,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,the,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,international,0,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_3,community,1,Protesters inÂ IranÂ have called for a three-day strike this week amid conflicting reports that the nation 's morality police had been shut down and as the US said the leadership in Tehran had locked itself into a vicious cycle that had cut it off from its own people and the international community
2,2_4,The,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,call,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,steps,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,up,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,pressure,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,on,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,Iranian,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,authorities,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,after,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,the,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,attorney,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,general,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,said,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,this,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,weekend,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,that,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,the,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,morality,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,police,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,whose,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,detention,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,of,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,a,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,young,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,woman,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,triggered,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,months,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,of,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,protests,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,had,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,been,0,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_4,shut+down,1,The call steps up pressure on Iranian authorities after the attorney general said this weekend that the morality police whose detention of a young woman triggered months of protests had been shut down
2,2_5,There,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,was,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,no,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,confirmation,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,of,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,the,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,closure,1,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,from,1,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,the,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,interior,1,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,ministry,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,which,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,is,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,in,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,charge,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,of,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,the,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,morality,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,police,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,and,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,Iranian,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,state,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,media,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,said,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,the,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,attorney,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,general,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,Mohammad,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,Jafar,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,Montazeri,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,was,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,not,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,responsible,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,for,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,overseeing,1,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,the,0,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_5,force,1,There was no confirmation of the closure from the interior ministry which is in charge of the morality police and Iranian state media said the attorney general Mohammad Jafar Montazeri was not responsible for overseeing the force
2,2_6,On,1,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Sunday,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,after,1,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,a,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,closed,1,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,meeting,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,with,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,several,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,senior,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Iranian,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,officials,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,including,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,President,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Ebrahim,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Raisi,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,lawmaker,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Nezamoddin,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Mousavi,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,told,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,semi-official,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,news,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,agency,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,Isna,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,that,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,the,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,government,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,was,0,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
2,2_6,paying,1,On Sunday after a closed meeting with several senior Iranian officials including President Ebrahim Raisi lawmaker Nezamoddin Mousavi told semi-official news agency Isna that the government was paying attention to the people 's real demands though he did not address the reported closure of the morality police
