sentence_id,context,DEL,split,examples,10_fold
a1n-fragment09_28,Wales characteristically delayed the heel at a scrum putting Robert Jones in trouble when the ball finally emerged,FALSE,test,,
a1n-fragment09_29,He was scragged by Mike Budd Jeremy Cooper came away with the ball Owain Williams acted as the link and Kevin Ellis scored three back-row forwards and their scrum-half in perfect harmony,TRUE,test,,
a1n-fragment09_30,Wales instant reaction a try by Arthur Emyr and subsequent steady improvement bringing well-crafted tries for Emyr and Robert Jones promised more than was later fulfilled,FALSE,test,,
a1n-fragment09_31,In the third quarter Bridgend had little difficulty in wiping+out an 11-point deficit Huw Bevan supporting Aled Williams break for their second try,FALSE,test,,
a1n-fragment09_32,It was a magnificent fightback and such was Welsh distress that they never looked like preventing it,FALSE,test,,
a1n-fragment09_33,We have taken a step backward Ryan said and on this sorry evidence it looks as+if it will be backwards all the way when the Test takes place at Cardiff Arms Park on 4 November,FALSE,test,,
a1n-fragment09_1,As the Welsh squad do not meet again until 30 October time has all+but run+out,FALSE,test,,
a1n-fragment18_2,Football Hazard hints at the missing gifts,FALSE,test,,
a1n-fragment18_3,By PATRICK BARCLAY,FALSE,test,,
a1n-fragment18_4,HOW TO describe Saturday match between Chelsea and Arsenal,FALSE,test,,
a1n-fragment18_5,Well I seem to recall a London gallery exhibiting a pile of rubbish which was considered valid art by the proprietors and drew a large attendance,FALSE,test,,
a1n-fragment18_6,The only redeeming feature of a goalless worthless event at Stamford Bridge was that it did not require a grant,FALSE,test,,
a1n-fragment18_7,Yet the Chelsea manager Bobby Campbell and Arsenal assistant Theo Foley agreed it had been a good match and the spectators complaints were muted,FALSE,test,,
a1n-fragment18_8,Some even applauded the players at the end,FALSE,test,,
a1n-fragment18_9,It takes all sorts,FALSE,train,,4
a1n-fragment18_10,Bobby Robson was there to assess World Cup candidates but nothing positive emerged from 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers European Cup exit in Munich three days earlier,TRUE,test,,
a1n-fragment18_11,At+least the outcome was appropriate,FALSE,test,,
a1n-fragment18_12,Had either of the teams won they would have taken the League leadership,FALSE,train,,8
a1n-fragment18_13,Instead Liverpool stayed top without kicking a ball,FALSE,test,,
a1n-fragment18_14,Television had postponed Manchester United 's scheduled visit to Anfield so it could be shown live on 22 December the longest night,FALSE,test,,
a1n-fragment18_15,London leading pair as+if piqued by this turned 30 September into the longest afternoon,FALSE,test,,
a1n-fragment18_16,On and on it dragged,FALSE,test,,
a1n-fragment18_17,Lacking a goal that might have altered its chemistry it remained a matter of dull physics,TRUE,test,,
a1n-fragment18_18,Yet many of the crowd were kept interested by the possibility of victory which is I suppose what derbies are about,FALSE,test,,
a1n-fragment18_19,They are so frequent these days in London which has eight of 20 First Division clubs that we must expect aesthetic considerations to be overridden,FALSE,test,,
a1n-fragment18_20,Why though could these supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend Merseyside joust,TRUE,test,,
a1n-fragment18_21,The simple answer is that Chelsea are in a FALSE position and Arsenal on this evidence slightly jaded champions,FALSE,train,,9
a1n-fragment18_22,They ought to have pocketed three points in the first half-hour but Tony Adams a more threatening centre-forward on his forays than the current Alan Smith missed the target with two headers and David Rocastle let Dave Beasant save a penalty much as the stretch-version keeper had done for Wimbledon in the 1988 FA Cup final,TRUE,test,,
a1n-fragment18_23,Now an Arsenal team in peak health would have kept a grip on the match,FALSE,test,,
a1n-fragment18_24,This one could not,FALSE,test,,
a1n-fragment18_25,As George Graham indicated upon his side accession to the title they would need more composure and sophistication to match Liverpool in the longer term,TRUE,test,,
a1n-fragment18_26,He chose not to hasten the process by buying,FALSE,test,,
a1n-fragment18_27,After all he had just the man on his staff,FALSE,test,,
a1n-fragment18_28,But Paul Davis remains unfit,FALSE,test,,
a1n-fragment18_29,His absence is increasingly conspicuous and Liverpool for the moment in a super league of one,FALSE,test,,
a1n-fragment18_30,Davis of+course would have walked into England team in Poland a week on Wednesday until last season prolonged suspension followed by injury Bobby Robson had him firmly pencilled+in as Bryan Robson replacement,FALSE,test,,
a1n-fragment18_31,Michael Thomas several years younger is not quite in the same class yet but may have to play in Chorzow,FALSE,test,,
a1n-fragment18_32,If so it will be a gamble because he flopped on his only previous international appearance in Saudi Arabia,FALSE,test,,
a1n-fragment18_33,The odds are favourable enough according+to Chelsea Mike Hazard who said of his adversary He could cope in Poland not just because+of his ability to close+down people and use the ball well but temperament you saw when he scored the goal that won Arsenal the League,TRUE,test,,
a1n-fragment18_34,Very kind but international players are supposed to be habitually influential and it was Hazard who in the second half with a few incisive passes gifts from the heavens on a day like this left a greater mark,FALSE,train,,3
a1n-fragment18_35,Chelsea might have won had the ball not kept turning into a Mexican bean at Kerry Dixon feet,TRUE,test,,
a1n-fragment18_36,Campbell hard-working side are still trying to sort+out their system which involves a spare defender and as far as one can see a good deal of improvisation,FALSE,test,,
a1n-fragment18_37,It should suit Tony Dorigo the unblooded England left-back though oddly his rival Nigel Winterburn did more rampaging on Saturday neither in truth made the heart pound,TRUE,test,,
a1n-fragment18_38,Dorigo at+least had the satisfaction of seeing his direct opponent and England colleague David Rocastle withdrawn,FALSE,test,,
a1n-fragment18_39,All in all Bobby Robson must have found it about as fruitful as a day trying to get in+touch+with Brian Clough,FALSE,test,,
a1n-fragment18_40,There was however one aspect that deserves commendation,FALSE,test,,
a1n-fragment18_41,After 16 minutes Graham Roberts was injured by a tackle for which Perry Groves was booked Steve Clarke took+over as sweeper and is likely to have several weeks in which to build on a promising display,FALSE,test,,
a1n-fragment18_1,Roberts ankle appeared broken but the Chelsea players were not interested in retribution and the club as+soon+as they knew the injury was less serious put a message on the electronic scoreboard an example of public relations from which others could learn,FALSE,test,,
a1p-fragment01_2,Pope rejects Runcie vision of church leadership,FALSE,test,,
a1p-fragment01_3,From ANDREW BROWN Religious Affairs Correspondent in Rome,FALSE,test,,
a1p-fragment01_4,THE ARCHBISHOP of Canterbury Dr Robert Runcie exchanged a symbolic kiss of peace with Pope John Paul II yesterday at a mass attended by thousands in St Peter Square Rome,FALSE,test,,
a1p-fragment01_5,But Dr Runcie ideas of a limited primacy recognising the Pope as a central figure in the Christian Church who would exercise a primacy for the sake of unity and mission have been rejected as insufficient by the Pope,FALSE,train,,8
a1p-fragment01_6,They have also aroused Protestant anger against Dr Runcie at the same time as he has become involved in a row over his attack on the Pharisees of British society,TRUE,test,,
a1p-fragment01_7,Though Dr Runcie and his party could not take Holy Communion at the papal mass he had earlier celebrated the eucharist at the Anglican church in Rome after three demonstrators rose from the congregation as he ascended the pulpit the visit has been dogged by protests from supporters of the Rev Ian Paisley,FALSE,test,,
a1p-fragment01_8,In his sermon Dr Runcie said We should ever recognise the scandal that Anglicans and Roman Catholics must celebrate two eucharists to make one memorial of our redemption on the day of our Lord,FALSE,test,,
a1p-fragment01_9,Dr Runcie has gone out+of his way on this visit to concede many of the doctrinal points and practices which large elements of the Church of England have traditionally found offensive in Roman Catholicism,FALSE,test,,
a1p-fragment01_10,The Pope too has spoken warmly of unity,FALSE,test,,
a1p-fragment01_11,On Saturday the two prelates attended a service of vespers at the Church of San Gregorio which stands on the site where Pope Gregory sent St Augustine of Canterbury off to become the first Archbishop of Canterbury in 597,FALSE,test,,
a1p-fragment01_12,But in their prepared homilies the Pope and the Archbishop addressed quite different problems,FALSE,test,,
a1p-fragment01_13,Dr Runcie repeated his offer of a limited primacy involving the limited powers exercised by the popes in the first few centuries of the Christian Church,FALSE,test,,
a1p-fragment01_14,However the Pope account of the role of the papacy went a+great+deal farther than that Christian unity he said must be founded on the faith in Christ that was handed+on by the Apostles what this faith is must be determined by the Roman Catholic Church,FALSE,test,,
a1p-fragment01_15,He quoted the Second Vatican Council The task of giving an authentic interpretation of the Word of God has been entrusted to the living teachting office of the Church alone,FALSE,test,,
a1p-fragment01_16,The specific role of bishops which is to be exercised in communion with the see of Peter in ensuring the unity and continuity of the faith is vital if we are to hand+on the faith of Peter Gregory and Augustine,TRUE,test,,
a1p-fragment01_17,All our efforts to restore unity among Christians will be in+vain if they are not carried+out in total fidelity to the faith in Christ handed+on by the Apostles,FALSE,test,,
a1p-fragment01_18,In a statement afterwards Dr Runcie stressed that he was not proposing any change in the British constitution,FALSE,train,,3
a1p-fragment01_19,The phrase universal primacy has a spiritual meaning,FALSE,train,,4
a1p-fragment01_20,It does not imply political supremacy and does not suggest that the Pope should administer the affairs of the Church of England he said,FALSE,train,,6
a1p-fragment01_21,Both prelates referred to the consecration in February of the Rt Rev Barbara Harris as the Anglican Assistant Bishop of Massachussetts,FALSE,test,,
a1p-fragment01_22,Bishop Harris is quite unacceptable to the Vatican,FALSE,test,,
a1p-fragment01_23,The Pope said Events in recent years have seriously aggravated the differences between us,FALSE,test,,
a1p-fragment01_24,The Independent has learnt that 1800 American Roman Catholic nuns wrote last winter to Dr Runcie urging him to defy the Pope over the ordination of women,FALSE,test,,
a1p-fragment01_25,Sister Margaret Traxler of the National Coalition of American Nuns said that she had told Dr Runcie The Roman Catholic Church says this is a deterrent to unity but we say how can this be a deterrent to unity when discrimination against women is evil,FALSE,test,,
a1p-fragment01_1,She said she had received a friendly and brotherly reply from Dr Runcie,FALSE,test,,
a1p-fragment03_2,Labour would keep tight rein on spending,FALSE,test,,
a1p-fragment03_3,By ANTHONY BEVINS Political Editor,FALSE,test,,
a1p-fragment03_4,JOHN SMITH the shadow Chancellor yesterday set the overriding tone for this week Labour+Party conference with a warning that he would impose tough spending controls if Labour won the next election,FALSE,test,,
a1p-fragment03_5,His warning casts doubt on Labour commitment to increase spending on priority programmes for the health+service and pensions,FALSE,test,,
a1p-fragment03_6,Mr Smith said in an interview on BBC television 's On the Record that he did not expect his colleagues to spend and spend again' when they took office,FALSE,train,,2
a1p-fragment03_7,He conceded that there would be disputes with colleagues but said There are no quick fixes and I will not be indulging in any quick fix,FALSE,test,,
a1p-fragment03_8,A quick fix clearly becomes unfixed,TRUE,test,,
a1p-fragment03_9,There are realities that I can not change,FALSE,test,,
a1p-fragment03_10,There will be the reality of the economic situation which we inherit which will not be our fault but it will be our responsibility,FALSE,test,,
a1p-fragment03_11,When we 've got an economic mess the first duty of a government is to clear+up the economic mess,FALSE,test,,
a1p-fragment03_12,Now if that means we have to postpone some of our social ambitions then we may have to do so,FALSE,test,,
a1p-fragment03_13,But it will not mean that we are abandoning them,FALSE,train,,9
a1p-fragment03_14,We will tackle putting our economy in order so+that we can achieve that social ambition so+that the strong economy is used to finance and develop the fair society,FALSE,test,,
a1p-fragment03_15,As+for his colleagues Mr Smith said We 're all agreed that we can not spend what we have not earned and we intend to earn it before we spend it,FALSE,test,,
a1p-fragment03_16,That will be the guiding light of the next Labour government,FALSE,test,,
a1p-fragment03_17,When I insist on that priority as I can tell you I most certainly will with the full support of the Prime Minister in doing so then I 'm sure my colleagues will see the point of that,FALSE,test,,
a1p-fragment03_18,Now it is quite right of them of+course to allow our social obligations not to be forgotten there 'll probably be an argument,FALSE,test,,
a1p-fragment03_19,There are in all governments between the Treasury and spending ministers,FALSE,test,,
a1p-fragment03_20,But they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event,FALSE,test,example,
a1p-fragment03_21,Mr Smith warning coincided with a call by Ken Livingstone the Labour MP for Brent East who said on London Weekend Television The Walden Interview You can be miles ahead in the polls but when you get to the last three weeks people think Can I afford a Labour government,TRUE,test,,
a1p-fragment03_22,We need to say now what we are going to spend where the money is going to come from,FALSE,test,,
a1p-fragment03_23,Mr Livingstone called for cuts in defence spending,FALSE,test,,
a1p-fragment03_24,David Blunkett another member of the national executive told a conference fringe rally organised by the soft-left Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn from defence spending over five years and raising the level of taxation on the rich,FALSE,test,,
a1p-fragment03_25,The policy review top rate of income tax 50 per+cent was too low he said,FALSE,test,,
a1p-fragment03_26,Although the policy review will be endorsed by the conference giving Neil Kinnock the freedom to go+on to the offensive against the Conservatives in the run-up to the next general election there are a number of areas of potential conflict,FALSE,test,,
a1p-fragment03_27,Calls for consideration of electoral reform and a new form of black representation are both expected to be defeated,FALSE,test,,
a1p-fragment03_28,Ron Todd the general secretary of the transport workers union said that today vote on the multilaterist nuclear defence policy would not yield the massive and overwhelming majority predicted by right-wingers and he warned that party leaders could not expect everybody to goose-step in the same direction once the policy had been carried,TRUE,train,,1
a1p-fragment03_1,The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points,FALSE,test,,
a1u-fragment04_2,An atmosphere poisoned by mistrust,TRUE,test,,
a1u-fragment04_3,By NICHOLAS ROE,FALSE,train,,3
a1u-fragment04_4,The disposal of toxic wastes is one of the most intractable problems facing industrialised societies,FALSE,test,,
a1u-fragment04_5,Even+though some of the most dangerous and persistent toxins including polychlorinated biphenyls PCBs are no+longer manufactured quantities of them still exist and must be got rid of,FALSE,test,,
a1u-fragment04_6,But how,FALSE,test,,
a1u-fragment04_7,And where,FALSE,test,,
a1u-fragment04_8,On this page Nick Roe visits a plant which despite strenuous public relations efforts has failed to convince its neighbours that it has come clean,TRUE,test,,
a1u-fragment04_9,And Richard North looks at current provisions for the destruction of PCBs and at the history of British involvement in a rather uncomfortable growth+industry The security+guard at the entrance to one of Britain mightiest hazardous waste disposal plants pressed a button and the gate opened,FALSE,train,,9
a1u-fragment04_10,Then he pressed another knob and a big toy doll in his office window dropped its trousers,FALSE,test,,
a1u-fragment04_11,You had to laugh,FALSE,test,,
a1u-fragment04_12,Yet this was Rechem International 's high-temperature incineration plant at Pontypool in Gwent South Wales,FALSE,test,,
a1u-fragment04_13,Hardly a laughing matter surely,FALSE,test,,
a1u-fragment04_14,Beyond the barrier lay some of the most toxic chemicals known awaiting destruction by fire,FALSE,test,,
a1u-fragment04_15,What else,FALSE,test,,
a1u-fragment04_16,A vast smoke-blackened furnace 100 people to do the work massive investment the company spent £2m last year on cleaning+up smoke emissions,FALSE,test,,
a1u-fragment04_17,Plus a backdrop of houses covering the valley walls on either side a reminder that wherever industrialised societies decide to deal with their most intractable problems they are unlikely to find a place to do so which is not in somebody back+yard,TRUE,test,,
a1u-fragment04_18,Britain grinds+out almost five million tonnes of hazardous waste each year of which about 63 tonnes are so difficult to store or treat that they are burnt at high temperatures here in Gwent or at one of three other centres Ellesmere Port Fawley near Southampton and the unfortunately named Killamarsh near Sheffield,FALSE,test,,
a1u-fragment04_19,Five more incinerators currently proposed in various parts of the country will double capacity,FALSE,test,,
a1u-fragment04_20,Then there are the imports 83 tonnes of toxic waste enter British ports annually for incineration or other treatment a figure which has increased 20-fold in just eight years,FALSE,test,,
a1u-fragment04_21,In these environmentally conscious times this is an uncomfortable growth+industry,FALSE,test,,
a1u-fragment04_22,"Liverpool dockers recently turned+back parts of a 1,500-tonne consignment of Canadian PCBs polychlorinated biphenyls bound for this plant in Gwent",FALSE,test,,
a1u-fragment04_23,In doing so they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town country to country the waste chain is long,FALSE,test,,
a1u-fragment04_24,It snakes in and out+of ports along our busiest highways and through our most crowded cities,FALSE,test,,
a1u-fragment04_25,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised,FALSE,test,,
a1u-fragment04_26,At Pontypool the collision between a precise scientific industry and a diffuse unscientific local suspicion is painfully apparent,FALSE,test,,
a1u-fragment04_27,Local people mutter and march make speeches and throw things staff face sarcasm in nearby pubs and for years there have been demands for a public inquiry,FALSE,test,,
a1u-fragment04_28,Rechem has responded with a rather desperate open-door+policy aimed at soothing fears and more recently by issuing about a dozen writs against the fiercest critics,FALSE,test,,
a1u-fragment04_29,We are an aggressive company admitted David Wheeler operations director at this plant and at Rechem other incinerator at Fawley,FALSE,test,,
a1u-fragment04_30,For a place so hated the Pontypool plant looks innocuous inside like a cross between an oil refinery and a crematorium,FALSE,test,,
a1u-fragment04_31,Mr Wheeler an engineer who worked for many years in the oil business is a pleasant slightly worried-looking man who can not bear the fact that no+one seems to realise just what lengths he goes to in+order to keep the plant squeaky clean and emission-free,FALSE,test,,
a1u-fragment04_32,In hard hats and protective glasses we walked past the huge fume cupboard where the most noxious barrels are opened and arrived at the vast closed mouth of the furnace itself,FALSE,test,,
a1u-fragment04_33,It was hot but not burning,FALSE,test,,
a1u-fragment04_34,There was a fault on the computer governing the plant said Mr Wheeler and the fire had automatically shut+down,FALSE,test,,
a1u-fragment04_35,These pipes stretching thinly in a bridge across the service+road injected a mix of chemicals into the walls of the furnace itself did I know that fuel was only used in the start-up process after which the chemicals themselves provided the fire,TRUE,test,,
a1u-fragment04_36,Workers in blue overalls drifted around us and cracked jokes in gentle Welsh accents,FALSE,test,,
a1u-fragment04_37,In the furnace control office I found shift foreman Keith Thomas and asked innocently if he had any physical problems Not since my vasectomy,FALSE,test,,
a1u-fragment04_38,A grin,FALSE,train,,9
a1u-fragment04_39,He lived locally so how did neighbours view his job here,FALSE,test,,
a1u-fragment04_40,You get sarcasm mainly,FALSE,test,,
a1u-fragment04_41,A lot of my friends are pleased that the company is doing the job they are doing,FALSE,test,,
a1u-fragment04_42,Others are not so well+informed,FALSE,train,,7
a1u-fragment04_43,You could n't hope to convert them,FALSE,test,,
a1u-fragment04_44,At a nearby house Leonard Hough a retired schoolmaster had earlier told me about the fog which he says comes from the factory,FALSE,test,,
a1u-fragment04_45,It blows along the valley,FALSE,test,,
a1u-fragment04_46,They 've improved the chimney recently and it 's very much better than it was but we still get the smells,FALSE,test,,
a1u-fragment04_47,And since they 've refused repeatedly to have a public inquiry into what is going+on there we 're not certain of the safety of what 's coming out,FALSE,test,,
a1u-fragment04_48,We get smoke from the steel+works across the valley but we know what that is and we 're not afraid of it,FALSE,test,,
a1u-fragment04_49,Keith Thomas pressed a button and a huge door clanked upwards so+that I could peer into the heart of the furnace,FALSE,test,,
a1u-fragment04_50,Piles of ruddy-brown ash lay heaped on the floor,FALSE,test,,
a1u-fragment04_51,Pumps sucked air inwards,FALSE,test,,
a1u-fragment04_52,Heat shone out,FALSE,test,,
a1u-fragment04_53,In here they burn about 30 tonnes of chemicals a year a quarter originating outside Britain,FALSE,test,,
a1u-fragment04_54,The waste arrives at the rate of up+to seven tanker-loads every day that is seven lorries passing thousands of doorsteps,FALSE,test,,
a1u-fragment04_55,Right here in this gaping mouth lies the end of the chain,FALSE,test,,
a1u-fragment04_56,The wastes include lindane DDT out-of-date drugs carcinogenic chemicals old cigars and even pornography a different kind of pollution,TRUE,test,,
a1u-fragment04_57,About 7 tonnes of the total waste is PCB-contaminated,FALSE,test,,
a1u-fragment04_58,PCBs are so difficult to destroy that Rechem emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything,FALSE,test,,
a1u-fragment04_59,This of+course is a key point,FALSE,test,,
a1u-fragment04_60,If you did not burn chemicals like PCBs what else would you do with them,FALSE,test,,
a1u-fragment04_61,The sea,FALSE,test,,
a1u-fragment04_62,The earth,FALSE,test,,
a1u-fragment04_63,We are not in the business of polluting the environment Mr Wheeler insisted,FALSE,test,,
a1u-fragment04_64,We are on the side of the angels,FALSE,test,,
a1u-fragment04_65,Environmental organisations however put the emphasis elsewhere,TRUE,test,,
a1u-fragment04_66,There is no incinerator which completely destroys toxic wastes Madeleine Cobbing Greenpeace toxics campaigner told me,FALSE,test,,
a1u-fragment04_67,The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist providing easy options for companies is acting as a disincentive for companies to clean+up,TRUE,test,,
a1u-fragment04_68,But another but what about the PCBs that already exist,FALSE,test,,
a1u-fragment04_69,Although they are no+longer manufactured they are still present for+example in electrical equipment,FALSE,test,,
a1u-fragment04_70,No+one could therefore call for the closure of incineration plants at a stroke because noxious chemicals have to go somewhere,FALSE,test,,
a1u-fragment04_71,So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean+up itself,TRUE,test,,
a1u-fragment04_72,Also how these should function and perhaps most important of all where you put them,FALSE,test,,
a1u-fragment04_73,Mr Wheeler now moving to the rear of the plant to show+off the £2m smoke-cleaning section which had just broken+down pointed+out that his company achieved destruction of at+least 99.9999 per+cent of all materials,FALSE,test,,
a1u-fragment04_74,"The company figures imply that when you have burnt 99.9999 per+cent of a 30,000-tonne annual throughput a figure of 0.03 of a tonne remains",FALSE,test,,
a1u-fragment04_75,In 1986 according+to Friends of the Earth a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant,FALSE,train,,9
a1u-fragment04_76,The plant should be relocated because it 's in the wrong place Llew Smith the local Euro-MP told me,FALSE,test,,
a1u-fragment04_77,It is in a valley and in a highly populated area,FALSE,test,,
a1u-fragment04_78,What did Mr Wheeler make of that,FALSE,test,,
a1u-fragment04_79,If we do it properly any spot is the right spot he insisted,FALSE,test,,
a1u-fragment04_80,Stack emissions of PCBs were below the American standard for breathing air 1 times lower than the British equivalent,FALSE,train,,8
a1u-fragment04_81,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales though there are no established safe levels for these,FALSE,test,,
a1u-fragment04_82,Five air-monitoring plants had been installed he took me to see them,FALSE,test,,
a1u-fragment04_83,And here were drums of chemicals each labelled each with a job number to check against sampling,FALSE,test,,
a1u-fragment04_84,And yet there are accidents,FALSE,test,,
a1u-fragment04_85,In 1987 aluminium melted in the furnace reacted with water and exploded sending a black cloud over nearby houses,FALSE,test,,
a1u-fragment04_86,Later drums supposedly containing carcinogenic drugs were not opened for checking before burning for health reasons and three were misdescribed,FALSE,test,,
a1u-fragment04_87,They too reacted with water and a plant operator was burned by a cloud of acid gas,FALSE,train,,6
a1u-fragment04_88,"We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat wreathed in its sweet sickly smell I 've been here two years he said",FALSE,test,,
a1u-fragment04_89,My father was an industrial chemist and he said if you want to go and work for them go and work for them,FALSE,test,,
a1u-fragment04_90,Were there any spillages,FALSE,test,,
a1u-fragment04_91,He shrugged,FALSE,test,,
a1u-fragment04_92,Nothing major,FALSE,test,,
a1u-fragment04_93,I might drop a pipe a little bit of a splash,FALSE,test,,
a1u-fragment04_94,In a large prefabricated shed we wandered past stacks of 45-gallon drums of PCBs two drums high about 10 deep and there were contaminated transformers waiting to be cut+up and roasted in the flames,FALSE,test,,
a1u-fragment04_95,Back along the waste chain the Liverpool dockers who objected to the import of exactly this type of chemical should be aware that PCBs are moving about our roads all the time,FALSE,test,,
a1u-fragment04_96,There was no difference between the liquid in these drums and the liquid in the cargoes they refused to touch,FALSE,test,,
a1u-fragment04_97,In Liverpool a dockers spokesman with the Transport and General Workers Union admitted Drivers are n't happy handling some of these commodities but at+least a lorry-driver has more idea of what he is handling than a docker who could have a consignment and just not know what it is,FALSE,train,,4
a1u-fragment04_98,Yet he did not oppose all toxic waste movement after all the same union represents workers at Rechem itself he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members,TRUE,test,,
a1u-fragment04_99,Driving away I noticed that the vast chimney was still not functioning but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant settling in her garden,FALSE,test,,
a1u-fragment04_100,Certainly the incinerator seems well controlled,FALSE,test,,
a1u-fragment04_101,Certainly there is no scientific evidence that living nearby increases the risk of sickness,FALSE,test,,
a1u-fragment04_102,Certainly Mr Wheeler convinced me that his company was going to huge lengths to keep itself clean,FALSE,test,,
a1u-fragment04_103,We must run it safely in the short term and long term he said because if people are able to demonstrate that we are causing an environment problem we will be shut+down,FALSE,test,,
a1u-fragment04_104,In April 1985 a tanker spilled 200 litres of PCBs over the main Trans-Canada Highway on the border between Ontario and Manitoba,FALSE,test,,
a1u-fragment04_1,A section of the road was shut for a week and motorists were warned to clean their cars and to dispose of the rags in plastic bags,FALSE,test,,
a1x-fragment03_2,Health Update Crack connection with Aids,FALSE,test,,
a1x-fragment03_3,By OLIVIA TIMBS,FALSE,test,,
a1x-fragment03_4,THERE is much concern in the US about the addiction to crack purified cocaine within inner-city communities,FALSE,test,,
a1x-fragment03_5,Doctors are worried that women turning to prostitution to finance the habit are at risk of contracting Aids,FALSE,train,,2
a1x-fragment03_6,This problem has spread to the UK,FALSE,test,,
a1x-fragment03_7,In the past two months doctors at the Regional Addiction Treatment Unit in Birmingham have come across five patients addicted to crack,FALSE,test,,
a1x-fragment03_8,Three are prostitutes introduced to the drug by pimps,FALSE,test,,
a1x-fragment03_9,According+to them crack is widely available in Birmingham and most prostitutes they know use it daily,FALSE,test,,
a1x-fragment03_1,The doctors point+out in the British Medical Journal that though crack dependency is not a direct risk factor for Aids prostitutes trying to maintain expensive crack habits may be tempted into unsafe sex practices which in turn may lead to an increase in the spread of Aids,FALSE,test,,
a1x-fragment04_2,Health Update Zinc deficiency in pregnancy,FALSE,test,,
a1x-fragment04_4,FADS for vitamin supplements have been overtaken by a vogue for minerals and trace elements,FALSE,test,,
a1x-fragment04_5,Zinc is the latest lack of it supposedly causes a range of problems although little scientific evidence supports the link,FALSE,train,,9
a1x-fragment04_6,But some reports have suggested that low zinc levels may lead to problems in pregnancy from difficult labour to congenital malformations in children,FALSE,test,,
a1x-fragment04_7,There is stronger evidence that a zinc deficiency may cause the foetus to grow slowly in the womb,FALSE,test,,
a1x-fragment04_8,Doctors in Bristol decided to test the theory,FALSE,test,,
a1x-fragment04_9,In a study of nearly 500 women they found that zinc supplements did not improve either foetal health or reduce the number of pre-term labours,FALSE,test,,
a1x-fragment04_10,The doctors conclude in the British Medical Journal that there would be little benefit if all women in the UK were given zinc supplements during pregnancy,FALSE,test,,
a1x-fragment04_11,They recognise however that the women in their study were largely middle-class who might well have sufficiently large zinc stores because they were well nourished,FALSE,test,,
a1x-fragment04_1,Further studies the researchers believe should concentrate on pregnant women known to have a zinc deficiency or to be at risk from problems during labour,FALSE,test,,
a1x-fragment05_2,Health Alternative cures not proven,FALSE,test,,
a1x-fragment05_4,RENEE HENRY underwent a lumpectomy and radiotherapy for her breast cancer,FALSE,test,,
a1x-fragment05_5,Dr Maurice Slevin a consultant physician at the department of medical oncology at St Bartholomew Hospital London said the chances of a woman being alive and well four years after such treatment were at+least 75 per+cent,FALSE,test,,
a1x-fragment05_6,Mrs Henry refused the drug treatment given to reduce the chances of a relapse but there are many who would remain well without it Dr Slevin said,FALSE,test,,
a1x-fragment05_7,Part of the attraction of alternative cancer treatments such+as the Gerson therapy is that they allow a patient to feel more in control of the treatment,FALSE,test,,
a1x-fragment05_8,Dr Slevin agreed that this is often beneficial but is concerned about other aspects of such therapies,FALSE,train,,4
a1x-fragment05_9,Very few have been evaluated and the evidence is largely anecdotal he said,FALSE,test,,
a1x-fragment05_10,Some of the treatments have dramatic side-effects,FALSE,test,,
a1x-fragment05_11,If they do work that is wonderful but we have no way of knowing for+sure,FALSE,test,,
a1x-fragment05_12,There have been no controlled trials of the Gerson therapy,FALSE,test,,
a1x-fragment05_13,If one of my patients wants to give+up a potentially curative treatment in+favour+of an alternative therapy then I will try to dissuade them,FALSE,test,,
a1x-fragment05_14,But it is essentially up+to the patient,FALSE,test,,
a1x-fragment05_15,He said the NHS should address itself more to the needs of cancer patients so+that they do not feel they have to go outside the system,FALSE,test,,
a1x-fragment05_16,They should be offered relaxation therapy and stress management and advice on diet and exercise he said,FALSE,test,,
a1x-fragment05_1,The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre which offers a holistic programme dietary advice and emotional counselling to complement medical treatment,FALSE,test,,
a2d-fragment05_2,Media Return of the six-gun saga Modern actors can not ride and young viewers do not understand the cowboy code but a revival of the western looms on the horizon John Lichfield says,TRUE,test,,
a2d-fragment05_3,By JOHN LICHFIELD,FALSE,test,,
a2d-fragment05_4,Where are the TV westerns of yesteryear,FALSE,test,,
a2d-fragment05_5,What happened to Ben Cartwright Hoss and Little Joe,FALSE,test,,
